lang,field,filter,filter_value,mean,pstdev,number of packages
be@latin,description,,,0,0.0,1490
be@latin,package stats,,,0.47,6.84,1490
be@latin,name,type,desktop,2.46,15.48,1059
be@latin,summary,type,desktop,3.49,18.36,1059
be@latin,description,type,desktop,0,0.0,1059
be@latin,package stats,type,desktop,0.66,8.1,1059
bg,name,,,7.65,26.58,1490
bg,summary,,,14.77,35.48,1490
bg,description,,,1.41,11.79,1490
bg,package stats,,,2.28,14.93,1490
bg,name,type,desktop,9.73,29.63,1059
bg,summary,type,desktop,19.83,39.87,1059
bg,description,type,desktop,1.98,13.94,1059
bg,package stats,type,desktop,3.02,17.12,1059
bg_BG,name,,,0.07,2.59,1490
bg_BG,summary,,,0.07,2.59,1490
bg_BG,description,,,0,0.0,1490
bg_BG,package stats,,,0,0.0,1490
bg_BG,name,type,desktop,0.09,3.07,1059
bg_BG,summary,type,desktop,0.09,3.07,1059
bg_BG,description,type,desktop,0,0.0,1059
bg_BG,package stats,type,desktop,0,0.0,1059
bho,name,,,0.07,2.59,1490
bho,summary,,,0.07,2.59,1490
bho,description,,,0,0.0,1490
bho,package stats,,,0,0.0,1490
bho,name,type,desktop,0.09,3.07,1059
bho,summary,type,desktop,0.09,3.07,1059
bho,description,type,desktop,0,0.0,1059
bho,package stats,type,desktop,0,0.0,1059
bn,name,,,5.17,22.14,1490
bn,summary,,,5.97,23.7,1490
bn,description,,,0.07,2.59,1490
bn,package stats,,,0.34,5.78,1490
bn,name,type,desktop,6.8,25.17,1059
bn,summary,type,desktop,8.4,27.75,1059
bn,description,type,desktop,0.09,3.07,1059
bn,package stats,type,desktop,0.47,6.86,1059
bn_BD,name,,,0.07,2.59,1490
bn_BD,summary,,,0.07,2.59,1490
bn_BD,description,,,0,0.0,1490
bn_BD,package stats,,,0,0.0,1490
bn_BD,name,type,desktop,0.09,3.07,1059
bn_BD,summary,type,desktop,0.09,3.07,1059
bn_BD,description,type,desktop,0,0.0,1059
bn_BD,package stats,type,desktop,0,0.0,1059
bn_IN,name,,,4.56,20.87,1490
bn_IN,summary,,,5.7,23.19,1490
bn_IN,description,,,1.48,12.06,1490
bn_IN,package stats,,,1.14,10.62,1490
bn_IN,name,type,desktop,5.48,22.75,1059
bn_IN,summary,type,desktop,7.27,25.97,1059
bn_IN,description,type,desktop,2.08,14.26,1059
bn_IN,package stats,type,desktop,1.61,12.57,1059
bo,name,,,0.13,3.66,1490
bo,summary,,,0.13,3.66,1490
bo,description,,,0,0.0,1490
bo,package stats,,,0,0.0,1490
bo,name,type,desktop,0.19,4.34,1059
bo,summary,type,desktop,0.19,4.34,1059
bo,description,type,desktop,0,0.0,1059
bo,package stats,type,desktop,0,0.0,1059
br,name,,,2.21,14.72,1490
br,summary,,,2.89,16.74,1490
br,description,,,0.07,2.59,1490
br,package stats,,,0.27,5.17,1490
br,name,type,desktop,2.74,16.32,1059
br,summary,type,desktop,4.06,19.74,1059
br,description,type,desktop,0.09,3.07,1059
br,package stats,type,desktop,0.38,6.13,1059
brx,name,,,0.07,2.59,1490
brx,summary,,,0.13,3.66,1490
brx,description,,,0.07,2.59,1490
brx,package stats,,,0,0.0,1490
brx,name,type,desktop,0.09,3.07,1059
brx,summary,type,desktop,0.19,4.34,1059
brx,description,type,desktop,0.09,3.07,1059
brx,package stats,type,desktop,0,0.0,1059
bs,name,,,3.69,18.85,1490
bs,summary,,,8.93,28.51,1490
bs,description,,,2.95,16.93,1490
bs,package stats,,,0.87,9.3,1490
bs,name,type,desktop,4.06,19.74,1059
bs,summary,type,desktop,11.43,31.81,1059
bs,description,type,desktop,4.15,19.96,1059
bs,package stats,type,desktop,1.13,10.58,1059
ca,name,,,8.19,27.42,1490
ca,summary,,,21.54,41.11,1490
ca,description,,,7.05,25.59,1490
ca,package stats,,,5.57,22.94,1490
ca,name,type,desktop,10.48,30.63,1059
ca,summary,type,desktop,29.56,45.63,1059
ca,description,type,desktop,9.92,29.89,1059
ca,package stats,type,desktop,7.74,26.73,1059
ca@valencia,name,,,5.23,22.27,1490
ca@valencia,summary,,,12.95,33.58,1490
ca@valencia,description,,,3.49,18.35,1490
ca@valencia,package stats,,,1.74,13.09,1490
ca@valencia,name,type,desktop,6.23,24.17,1059
ca@valencia,summary,type,desktop,17.47,37.97,1059
ca@valencia,description,type,desktop,4.91,21.61,1059
ca@valencia,package stats,type,desktop,2.46,15.48,1059
ca_ES,name,,,0.07,2.59,1490
ca_ES,summary,,,0.07,2.59,1490
ca_ES,description,,,0,0.0,1490
ca_ES,package stats,,,0.07,2.59,1490
ca_ES,name,type,desktop,0.09,3.07,1059
ca_ES,summary,type,desktop,0.09,3.07,1059
ca_ES,description,type,desktop,0,0.0,1059
ca_ES,package stats,type,desktop,0.09,3.07,1059
cgg,name,,,0,0.0,1490
cgg,summary,,,0.07,2.59,1490
cgg,description,,,0,0.0,1490
cgg,package stats,,,0,0.0,1490
cgg,name,type,desktop,0,0.0,1059
cgg,summary,type,desktop,0.09,3.07,1059
cgg,description,type,desktop,0,0.0,1059
cgg,package stats,type,desktop,0,0.0,1059
ckb,name,,,0.07,2.59,1490
ckb,summary,,,0.07,2.59,1490
ckb,description,,,0,0.0,1490
ckb,package stats,,,0,0.0,1490
ckb,name,type,desktop,0.09,3.07,1059
ckb,summary,type,desktop,0.09,3.07,1059
ckb,description,type,desktop,0,0.0,1059
ckb,package stats,type,desktop,0,0.0,1059
cmn,name,,,0.6,7.75,1490
cmn,summary,,,0.94,9.65,1490
cmn,description,,,0,0.0,1490
cmn,package stats,,,0.34,5.78,1490
cmn,name,type,desktop,0.85,9.18,1059
cmn,summary,type,desktop,1.32,11.42,1059
cmn,description,type,desktop,0,0.0,1059
cmn,package stats,type,desktop,0.47,6.86,1059
crh,name,,,0.94,9.65,1490
crh,summary,,,1.07,10.31,1490
crh,description,,,0,0.0,1490
crh,package stats,,,0.13,3.66,1490
crh,name,type,desktop,1.32,11.42,1059
crh,summary,type,desktop,1.51,12.2,1059
crh,description,type,desktop,0,0.0,1059
crh,package stats,type,desktop,0.19,4.34,1059
cs,name,,,9.87,29.82,1490
cs,summary,,,24.56,43.05,1490
cs,description,,,6.85,25.25,1490
cs,package stats,,,7.32,26.04,1490
cs,name,type,desktop,11.99,32.49,1059
cs,summary,type,desktop,32.39,46.8,1059
cs,description,type,desktop,9.63,29.5,1059
cs,package stats,type,desktop,9.92,29.89,1059
cs_CZ,name,,,0.27,5.17,1490
cs_CZ,summary,,,0.74,8.56,1490
cs_CZ,description,,,0,0.0,1490
cs_CZ,package stats,,,0.34,5.78,1490
cs_CZ,name,type,desktop,0.38,6.13,1059
cs_CZ,summary,type,desktop,1.04,10.14,1059
cs_CZ,description,type,desktop,0,0.0,1059
cs_CZ,package stats,type,desktop,0.47,6.86,1059
csb,name,,,0.27,5.17,1490
csb,summary,,,1.48,12.06,1490
csb,description,,,0,0.0,1490
csb,package stats,,,0,0.0,1490
csb,name,type,desktop,0.38,6.13,1059
csb,summary,type,desktop,2.08,14.26,1059
csb,description,type,desktop,0,0.0,1059
csb,package stats,type,desktop,0,0.0,1059
cy,name,,,2.82,16.55,1490
cy,summary,,,3.96,19.5,1490
cy,description,,,0,0.0,1490
cy,package stats,,,0,0.0,1490
cy,name,type,desktop,3.59,18.6,1059
cy,summary,type,desktop,5.57,22.94,1059
cy,description,type,desktop,0,0.0,1059
cy,package stats,type,desktop,0,0.0,1059
da,name,,,8.46,27.82,1490
da,summary,,,20.0,40.0,1490
da,description,,,4.9,21.59,1490
da,package stats,,,5.3,22.41,1490
da,name,type,desktop,10.48,30.63,1059
da,summary,type,desktop,27.01,44.4,1059
da,description,type,desktop,6.89,25.33,1059
da,package stats,type,desktop,7.18,25.81,1059
da_DK,name,,,0,0.0,1490
da_DK,summary,,,0.07,2.59,1490
da_DK,description,,,0,0.0,1490
da_DK,package stats,,,0.07,2.59,1490
da_DK,name,type,desktop,0,0.0,1059
da_DK,summary,type,desktop,0.09,3.07,1059
da_DK,description,type,desktop,0,0.0,1059
da_DK,package stats,type,desktop,0.09,3.07,1059
de,name,,,10.27,30.35,1490
de,summary,,,31.54,46.47,1490
de,description,,,8.26,27.52,1490
de,package stats,,,10.87,31.13,1490
de,name,type,desktop,12.65,33.25,1059
de,summary,type,desktop,42.3,49.4,1059
de,description,type,desktop,11.61,32.04,1059
de,package stats,type,desktop,14.73,35.44,1059
DE,name,,,0,0.0,1490
DE,summary,,,0.07,2.59,1490
DE,description,,,0,0.0,1490
DE,package stats,,,0,0.0,1490
DE,name,type,desktop,0,0.0,1059
DE,summary,type,desktop,0.09,3.07,1059
DE,description,type,desktop,0,0.0,1059
DE,package stats,type,desktop,0,0.0,1059
de_CH,name,,,0.2,4.48,1490
de_CH,summary,,,0.2,4.48,1490
de_CH,description,,,0,0.0,1490
de_CH,package stats,,,0,0.0,1490
de_CH,name,type,desktop,0.28,5.31,1059
de_CH,summary,type,desktop,0.28,5.31,1059
de_CH,description,type,desktop,0,0.0,1059
de_CH,package stats,type,desktop,0,0.0,1059
de_DE,name,,,0.6,7.75,1490
de_DE,summary,,,0.67,8.16,1490
de_DE,description,,,0.2,4.48,1490
de_DE,package stats,,,0.27,5.17,1490
de_DE,name,type,desktop,0.85,9.18,1059
de_DE,summary,type,desktop,0.94,9.67,1059
de_DE,description,type,desktop,0.28,5.31,1059
de_DE,package stats,type,desktop,0.38,6.13,1059
dk,name,,,0.07,2.59,1490
dk,summary,,,0.07,2.59,1490
dk,description,,,0,0.0,1490
dk,package stats,,,0,0.0,1490
dk,name,type,desktop,0.09,3.07,1059
dk,summary,type,desktop,0.09,3.07,1059
dk,description,type,desktop,0,0.0,1059
dk,package stats,type,desktop,0,0.0,1059
doi,name,,,0.07,2.59,1490
doi,summary,,,0.13,3.66,1490
doi,description,,,0,0.0,1490
doi,package stats,,,0,0.0,1490
doi,name,type,desktop,0.09,3.07,1059
doi,summary,type,desktop,0.19,4.34,1059
doi,description,type,desktop,0,0.0,1059
doi,package stats,type,desktop,0,0.0,1059
dv,name,,,0.07,2.59,1490
dv,summary,,,0,0.0,1490
dv,description,,,0,0.0,1490
dv,package stats,,,0,0.0,1490
dv,name,type,desktop,0.09,3.07,1059
dv,summary,type,desktop,0,0.0,1059
dv,description,type,desktop,0,0.0,1059
dv,package stats,type,desktop,0,0.0,1059
dz,name,,,4.36,20.43,1490
dz,summary,,,4.36,20.43,1490
dz,description,,,0,0.0,1490
dz,package stats,,,0.13,3.66,1490
dz,name,type,desktop,5.76,23.3,1059
dz,summary,type,desktop,6.14,24.0,1059
dz,description,type,desktop,0,0.0,1059
dz,package stats,type,desktop,0.19,4.34,1059
el,name,,,9.66,29.55,1490
el,summary,,,19.87,39.9,1490
el,description,,,5.23,22.27,1490
el,package stats,,,5.5,22.8,1490
el,name,type,desktop,12.09,32.6,1059
el,summary,type,desktop,26.53,44.15,1059
el,description,type,desktop,7.37,26.12,1059
el,package stats,type,desktop,7.46,26.27,1059
el_GR,name,,,0,0.0,1490
el_GR,summary,,,0.13,3.66,1490
el_GR,description,,,0,0.0,1490
el_GR,package stats,,,0.13,3.66,1490
el_GR,name,type,desktop,0,0.0,1059
el_GR,summary,type,desktop,0.19,4.34,1059
el_GR,description,type,desktop,0,0.0,1059
el_GR,package stats,type,desktop,0.19,4.34,1059
en,name,,,0.13,3.66,1490
en,summary,,,0.34,5.78,1490
en,description,,,0,0.0,1490
en,package stats,,,0.13,3.66,1490
en,name,type,desktop,0.19,4.34,1059
en,summary,type,desktop,0.47,6.86,1059
en,description,type,desktop,0,0.0,1059
en,package stats,type,desktop,0.19,4.34,1059
en@shaw,name,,,3.09,17.3,1490
en@shaw,summary,,,3.83,19.18,1490
en@shaw,description,,,0,0.0,1490
en@shaw,package stats,,,0.2,4.48,1490
en@shaw,name,type,desktop,3.87,19.29,1059
en@shaw,summary,type,desktop,5.38,22.57,1059
en@shaw,description,type,desktop,0,0.0,1059
en@shaw,package stats,type,desktop,0.28,5.31,1059
en_AU,name,,,0.13,3.66,1490
en_AU,summary,,,0.47,6.84,1490
en_AU,description,,,0,0.0,1490
en_AU,package stats,,,1.01,9.98,1490
en_AU,name,type,desktop,0.19,4.34,1059
en_AU,summary,type,desktop,0.66,8.1,1059
en_AU,description,type,desktop,0,0.0,1059
en_AU,package stats,type,desktop,1.42,11.82,1059
en_CA,name,,,1.14,10.62,1490
en_CA,summary,,,1.28,11.22,1490
en_CA,description,,,0,0.0,1490
en_CA,package stats,,,0.2,4.48,1490
en_CA,name,type,desktop,1.61,12.57,1059
en_CA,summary,type,desktop,1.79,13.27,1059
en_CA,description,type,desktop,0,0.0,1059
en_CA,package stats,type,desktop,0.28,5.31,1059
en_GB,name,,,1.74,13.09,1490
en_GB,summary,,,4.3,20.28,1490
en_GB,description,,,1.61,12.59,1490
en_GB,package stats,,,4.43,20.58,1490
en_GB,name,type,desktop,2.46,15.48,1059
en_GB,summary,type,desktop,6.04,23.83,1059
en_GB,description,type,desktop,2.27,14.88,1059
en_GB,package stats,type,desktop,6.23,24.17,1059
en_US,name,,,0.4,6.33,1490
en_US,summary,,,0.13,3.66,1490
en_US,description,,,0,0.0,1490
en_US,package stats,,,0.2,4.48,1490
en_US,name,type,desktop,0.57,7.51,1059
en_US,summary,type,desktop,0.19,4.34,1059
en_US,description,type,desktop,0,0.0,1059
en_US,package stats,type,desktop,0.28,5.31,1059
en_US@piglatin,name,,,0,0.0,1490
en_US@piglatin,summary,,,0.07,2.59,1490
en_US@piglatin,description,,,0,0.0,1490
en_US@piglatin,package stats,,,0,0.0,1490
en_US@piglatin,name,type,desktop,0,0.0,1059
en_US@piglatin,summary,type,desktop,0.09,3.07,1059
en_US@piglatin,description,type,desktop,0,0.0,1059
en_US@piglatin,package stats,type,desktop,0,0.0,1059
en_ZA,name,,,0,0.0,1490
en_ZA,summary,,,0.07,2.59,1490
en_ZA,description,,,0,0.0,1490
en_ZA,package stats,,,0,0.0,1490
en_ZA,name,type,desktop,0,0.0,1059
en_ZA,summary,type,desktop,0.09,3.07,1059
en_ZA,description,type,desktop,0,0.0,1059
en_ZA,package stats,type,desktop,0,0.0,1059
eo,name,,,6.71,25.02,1490
eo,summary,,,8.79,28.32,1490
eo,description,,,0.67,8.16,1490
eo,package stats,,,0.47,6.84,1490
eo,name,type,desktop,8.78,28.3,1059
eo,summary,type,desktop,12.37,32.92,1059
eo,description,type,desktop,0.94,9.67,1059
eo,package stats,type,desktop,0.66,8.1,1059
es,name,,,10.74,30.96,1490
es,summary,,,28.26,45.02,1490
es,description,,,8.32,27.62,1490
es,package stats,,,10.27,30.35,1490
es,name,type,desktop,13.22,33.87,1059
es,summary,type,desktop,37.58,48.43,1059
es,description,type,desktop,11.71,32.15,1059
es,package stats,type,desktop,14.16,34.87,1059
es_AR,name,,,0.07,2.59,1490
es_AR,summary,,,0.07,2.59,1490
es_AR,description,,,0,0.0,1490
es_AR,package stats,,,0,0.0,1490
es_AR,name,type,desktop,0.09,3.07,1059
es_AR,summary,type,desktop,0.09,3.07,1059
es_AR,description,type,desktop,0,0.0,1059
es_AR,package stats,type,desktop,0,0.0,1059
es_CL,name,,,0.07,2.59,1490
es_CL,summary,,,0.07,2.59,1490
es_CL,description,,,0,0.0,1490
es_CL,package stats,,,0,0.0,1490
es_CL,name,type,desktop,0.09,3.07,1059
es_CL,summary,type,desktop,0.09,3.07,1059
es_CL,description,type,desktop,0,0.0,1059
es_CL,package stats,type,desktop,0,0.0,1059
es_CO,name,,,0.07,2.59,1490
es_CO,summary,,,0.13,3.66,1490
es_CO,description,,,0,0.0,1490
es_CO,package stats,,,0.07,2.59,1490
es_CO,name,type,desktop,0.09,3.07,1059
es_CO,summary,type,desktop,0.19,4.34,1059
es_CO,description,type,desktop,0,0.0,1059
es_CO,package stats,type,desktop,0.09,3.07,1059
es_CR,name,,,0.07,2.59,1490
es_CR,summary,,,0.07,2.59,1490
es_CR,description,,,0,0.0,1490
es_CR,package stats,,,0,0.0,1490
es_CR,name,type,desktop,0.09,3.07,1059
es_CR,summary,type,desktop,0.09,3.07,1059
es_CR,description,type,desktop,0,0.0,1059
es_CR,package stats,type,desktop,0,0.0,1059
es_DO,name,,,0.07,2.59,1490
es_DO,summary,,,0.07,2.59,1490
es_DO,description,,,0,0.0,1490
es_DO,package stats,,,0,0.0,1490
es_DO,name,type,desktop,0.09,3.07,1059
es_DO,summary,type,desktop,0.09,3.07,1059
es_DO,description,type,desktop,0,0.0,1059
es_DO,package stats,type,desktop,0,0.0,1059
es_EC,name,,,0.07,2.59,1490
es_EC,summary,,,0.07,2.59,1490
es_EC,description,,,0,0.0,1490
es_EC,package stats,,,0,0.0,1490
es_EC,name,type,desktop,0.09,3.07,1059
es_EC,summary,type,desktop,0.09,3.07,1059
es_EC,description,type,desktop,0,0.0,1059
es_EC,package stats,type,desktop,0,0.0,1059
es_ES,name,,,0.54,7.31,1490
es_ES,summary,,,0.67,8.16,1490
es_ES,description,,,0.27,5.17,1490
es_ES,package stats,,,0.27,5.17,1490
es_ES,name,type,desktop,0.76,8.66,1059
es_ES,summary,type,desktop,0.94,9.67,1059
es_ES,description,type,desktop,0.38,6.13,1059
es_ES,package stats,type,desktop,0.38,6.13,1059
es_GT,name,,,0.07,2.59,1490
es_GT,summary,,,0.07,2.59,1490
es_GT,description,,,0,0.0,1490
es_GT,package stats,,,0,0.0,1490
es_GT,name,type,desktop,0.09,3.07,1059
es_GT,summary,type,desktop,0.09,3.07,1059
es_GT,description,type,desktop,0,0.0,1059
es_GT,package stats,type,desktop,0,0.0,1059
es_HN,name,,,0.07,2.59,1490
es_HN,summary,,,0.07,2.59,1490
es_HN,description,,,0,0.0,1490
es_HN,package stats,,,0,0.0,1490
es_HN,name,type,desktop,0.09,3.07,1059
es_HN,summary,type,desktop,0.09,3.07,1059
es_HN,description,type,desktop,0,0.0,1059
es_HN,package stats,type,desktop,0,0.0,1059
es_MX,name,,,0.07,2.59,1490
es_MX,summary,,,0.27,5.17,1490
es_MX,description,,,0,0.0,1490
es_MX,package stats,,,0.07,2.59,1490
es_MX,name,type,desktop,0.09,3.07,1059
es_MX,summary,type,desktop,0.38,6.13,1059
es_MX,description,type,desktop,0,0.0,1059
es_MX,package stats,type,desktop,0.09,3.07,1059
es_NI,name,,,0.07,2.59,1490
es_NI,summary,,,0.07,2.59,1490
es_NI,description,,,0,0.0,1490
es_NI,package stats,,,0,0.0,1490
es_NI,name,type,desktop,0.09,3.07,1059
es_NI,summary,type,desktop,0.09,3.07,1059
es_NI,description,type,desktop,0,0.0,1059
es_NI,package stats,type,desktop,0,0.0,1059
es_PA,name,,,0.07,2.59,1490
es_PA,summary,,,0.07,2.59,1490
es_PA,description,,,0,0.0,1490
es_PA,package stats,,,0,0.0,1490
es_PA,name,type,desktop,0.09,3.07,1059
es_PA,summary,type,desktop,0.09,3.07,1059
es_PA,description,type,desktop,0,0.0,1059
es_PA,package stats,type,desktop,0,0.0,1059
es_PE,name,,,0.07,2.59,1490
es_PE,summary,,,0.07,2.59,1490
es_PE,description,,,0,0.0,1490
es_PE,package stats,,,0,0.0,1490
es_PE,name,type,desktop,0.09,3.07,1059
es_PE,summary,type,desktop,0.09,3.07,1059
es_PE,description,type,desktop,0,0.0,1059
es_PE,package stats,type,desktop,0,0.0,1059
es_PR,name,,,0.07,2.59,1490
es_PR,summary,,,0.07,2.59,1490
es_PR,description,,,0,0.0,1490
es_PR,package stats,,,0,0.0,1490
es_PR,name,type,desktop,0.09,3.07,1059
es_PR,summary,type,desktop,0.09,3.07,1059
es_PR,description,type,desktop,0,0.0,1059
es_PR,package stats,type,desktop,0,0.0,1059
es_SV,name,,,0.07,2.59,1490
es_SV,summary,,,0.07,2.59,1490
es_SV,description,,,0,0.0,1490
es_SV,package stats,,,0,0.0,1490
es_SV,name,type,desktop,0.09,3.07,1059
es_SV,summary,type,desktop,0.09,3.07,1059
es_SV,description,type,desktop,0,0.0,1059
es_SV,package stats,type,desktop,0,0.0,1059
es_UY,name,,,0.07,2.59,1490
es_UY,summary,,,0.07,2.59,1490
es_UY,description,,,0,0.0,1490
es_UY,package stats,,,0,0.0,1490
es_UY,name,type,desktop,0.09,3.07,1059
es_UY,summary,type,desktop,0.09,3.07,1059
es_UY,description,type,desktop,0,0.0,1059
es_UY,package stats,type,desktop,0,0.0,1059
es_VE,name,,,0.13,3.66,1490
es_VE,summary,,,0.2,4.48,1490
es_VE,description,,,0,0.0,1490
es_VE,package stats,,,0,0.0,1490
es_VE,name,type,desktop,0.19,4.34,1059
es_VE,summary,type,desktop,0.28,5.31,1059
es_VE,description,type,desktop,0,0.0,1059
es_VE,package stats,type,desktop,0,0.0,1059
et,name,,,6.78,25.14,1490
et,summary,,,14.83,35.54,1490
et,description,,,2.89,16.74,1490
et,package stats,,,1.81,13.34,1490
et,name,type,desktop,8.88,28.44,1059
et,summary,type,desktop,20.87,40.64,1059
et,description,type,desktop,4.06,19.74,1059
et,package stats,type,desktop,2.55,15.76,1059
et_EE,name,,,0.07,2.59,1490
et_EE,summary,,,0.07,2.59,1490
et_EE,description,,,0,0.0,1490
et_EE,package stats,,,0,0.0,1490
et_EE,name,type,desktop,0.09,3.07,1059
et_EE,summary,type,desktop,0.09,3.07,1059
et_EE,description,type,desktop,0,0.0,1059
et_EE,package stats,type,desktop,0,0.0,1059
eu,name,,,8.05,27.21,1490
eu,summary,,,15.97,36.64,1490
eu,description,,,3.62,18.69,1490
eu,package stats,,,2.28,14.93,1490
eu,name,type,desktop,9.54,29.37,1059
eu,summary,type,desktop,20.96,40.7,1059
eu,description,type,desktop,5.1,22.0,1059
eu,package stats,type,desktop,3.21,17.63,1059
ex,name,,,0,0.0,1490
ex,summary,,,0.07,2.59,1490
ex,description,,,0,0.0,1490
ex,package stats,,,0,0.0,1490
ex,name,type,desktop,0,0.0,1059
ex,summary,type,desktop,0.09,3.07,1059
ex,description,type,desktop,0,0.0,1059
ex,package stats,type,desktop,0,0.0,1059
fa,name,,,6.38,24.43,1490
fa,summary,,,9.13,28.8,1490
fa,description,,,1.48,12.06,1490
fa,package stats,,,0.54,7.31,1490
fa,name,type,desktop,8.31,27.6,1059
fa,summary,type,desktop,12.18,32.71,1059
fa,description,type,desktop,2.08,14.26,1059
fa,package stats,type,desktop,0.76,8.66,1059
fa_IR,name,,,0.2,4.48,1490
fa_IR,summary,,,0.13,3.66,1490
fa_IR,description,,,0,0.0,1490
fa_IR,package stats,,,0,0.0,1490
fa_IR,name,type,desktop,0.28,5.31,1059
fa_IR,summary,type,desktop,0.19,4.34,1059
fa_IR,description,type,desktop,0,0.0,1059
fa_IR,package stats,type,desktop,0,0.0,1059
ff,name,,,0,0.0,1490
ff,summary,,,0.07,2.59,1490
ff,description,,,0,0.0,1490
ff,package stats,,,0,0.0,1490
ff,name,type,desktop,0,0.0,1059
ff,summary,type,desktop,0.09,3.07,1059
ff,description,type,desktop,0,0.0,1059
ff,package stats,type,desktop,0,0.0,1059
fi,name,,,9.46,29.27,1490
fi,summary,,,20.47,40.35,1490
fi,description,,,6.44,24.55,1490
fi,package stats,,,2.89,16.74,1490
fi,name,type,desktop,11.99,32.49,1059
fi,summary,type,desktop,27.86,44.83,1059
fi,description,type,desktop,9.07,28.71,1059
fi,package stats,type,desktop,4.06,19.74,1059
fi_FI,name,,,0,0.0,1490
fi_FI,summary,,,0.07,2.59,1490
fi_FI,description,,,0,0.0,1490
fi_FI,package stats,,,0.07,2.59,1490
fi_FI,name,type,desktop,0,0.0,1059
fi_FI,summary,type,desktop,0.09,3.07,1059
fi_FI,description,type,desktop,0,0.0,1059
fi_FI,package stats,type,desktop,0.09,3.07,1059
fil,name,,,0,0.0,1490
fil,summary,,,0.07,2.59,1490
fil,description,,,0,0.0,1490
fil,package stats,,,0,0.0,1490
fil,name,type,desktop,0,0.0,1059
fil,summary,type,desktop,0.09,3.07,1059
fil,description,type,desktop,0,0.0,1059
fil,package stats,type,desktop,0,0.0,1059
fo,name,,,0.2,4.48,1490
fo,summary,,,0.47,6.84,1490
fo,description,,,0,0.0,1490
fo,package stats,,,0.07,2.59,1490
fo,name,type,desktop,0.28,5.31,1059
fo,summary,type,desktop,0.66,8.1,1059
fo,description,type,desktop,0,0.0,1059
fo,package stats,type,desktop,0.09,3.07,1059
fr,name,,,10.81,31.04,1490
fr,summary,,,30.81,46.17,1490
fr,description,,,7.32,26.04,1490
fr,package stats,,,10.81,31.04,1490
fr,name,type,desktop,13.5,34.18,1059
