lang,field,filter,filter_value,mean,pstdev,number of packages
crh,name,type,desktop,1.48,12.08,945
crh,summary,type,desktop,2.12,14.39,945
crh,description,type,desktop,0,0.0,945
crh,package stats,type,desktop,0.21,4.6,945
cs,name,,,17.59,38.07,1683
cs,summary,,,33.33,47.14,1683
cs,description,,,14.5,35.21,1683
cs,package stats,,,11.11,31.43,1683
cs,name,type,desktop,14.81,35.52,945
cs,summary,type,desktop,42.01,49.36,945
cs,description,type,desktop,25.61,43.65,945
cs,package stats,type,desktop,17.46,37.96,945
cs-CZ,name,,,0,0.0,1683
cs-CZ,summary,,,0.06,2.44,1683
cs-CZ,description,,,0,0.0,1683
cs-CZ,package stats,,,0,0.0,1683
cs-CZ,name,type,desktop,0,0.0,945
cs-CZ,summary,type,desktop,0,0.0,945
cs-CZ,description,type,desktop,0,0.0,945
cs-CZ,package stats,type,desktop,0,0.0,945
cs_CZ,name,,,0.24,4.87,1683
cs_CZ,summary,,,0.59,7.69,1683
cs_CZ,description,,,0.18,4.22,1683
cs_CZ,package stats,,,0.12,3.45,1683
cs_CZ,name,type,desktop,0.42,6.49,945
cs_CZ,summary,type,desktop,1.06,10.23,945
cs_CZ,description,type,desktop,0.32,5.63,945
cs_CZ,package stats,type,desktop,0.11,3.25,945
csb,name,,,1.49,12.1,1683
csb,summary,,,1.49,12.1,1683
csb,description,,,0,0.0,1683
csb,package stats,,,0,0.0,1683
csb,name,type,desktop,0.63,7.94,945
csb,summary,type,desktop,1.69,12.9,945
csb,description,type,desktop,0,0.0,945
csb,package stats,type,desktop,0,0.0,945
cv,name,,,0,0.0,1683
cv,summary,,,0.06,2.44,1683
cv,description,,,0.06,2.44,1683
cv,package stats,,,0,0.0,1683
cv,name,type,desktop,0,0.0,945
cv,summary,type,desktop,0.11,3.25,945
cv,description,type,desktop,0.11,3.25,945
cv,package stats,type,desktop,0,0.0,945
cy,name,,,3.57,18.54,1683
cy,summary,,,3.45,18.24,1683
cy,description,,,0.12,3.45,1683
cy,package stats,,,0.12,3.45,1683
cy,name,type,desktop,5.5,22.8,945
cy,summary,type,desktop,6.03,23.81,945
cy,description,type,desktop,0.21,4.6,945
cy,package stats,type,desktop,0.21,4.6,945
cz,name,,,0,0.0,1683
cz,summary,,,0.12,3.45,1683
cz,description,,,0,0.0,1683
cz,package stats,,,0,0.0,1683
cz,name,type,desktop,0,0.0,945
cz,summary,type,desktop,0.21,4.6,945
cz,description,type,desktop,0,0.0,945
cz,package stats,type,desktop,0,0.0,945
da,name,,,15.03,35.74,1683
da,summary,,,27.75,44.78,1683
da,description,,,11.41,31.79,1683
da,package stats,,,9.57,29.41,1683
da,name,type,desktop,12.17,32.69,945
da,summary,type,desktop,33.65,47.25,945
da,description,type,desktop,20.21,40.16,945
da,package stats,type,desktop,15.34,36.04,945
de,name,,,16.76,37.35,1683
de,summary,,,40.4,49.07,1683
de,description,,,19.73,39.79,1683
de,package stats,,,18.18,38.57,1683
de,name,type,desktop,14.07,34.78,945
de,summary,type,desktop,52.49,49.94,945
de,description,type,desktop,34.39,47.5,945
de,package stats,type,desktop,29.1,45.42,945
DE,name,,,0,0.0,1683
DE,summary,,,0.06,2.44,1683
DE,description,,,0,0.0,1683
DE,package stats,,,0,0.0,1683
DE,name,type,desktop,0,0.0,945
DE,summary,type,desktop,0.11,3.25,945
DE,description,type,desktop,0,0.0,945
DE,package stats,type,desktop,0,0.0,945
de-DE,name,,,0,0.0,1683
de-DE,summary,,,0.06,2.44,1683
de-DE,description,,,0,0.0,1683
de-DE,package stats,,,0,0.0,1683
de-DE,name,type,desktop,0,0.0,945
de-DE,summary,type,desktop,0,0.0,945
de-DE,description,type,desktop,0,0.0,945
de-DE,package stats,type,desktop,0,0.0,945
de_CH,name,,,0.06,2.44,1683
de_CH,summary,,,0.06,2.44,1683
de_CH,description,,,0,0.0,1683
de_CH,package stats,,,0.12,3.45,1683
de_CH,name,type,desktop,0.11,3.25,945
de_CH,summary,type,desktop,0.11,3.25,945
de_CH,description,type,desktop,0,0.0,945
de_CH,package stats,type,desktop,0.11,3.25,945
de_DE,name,,,0.36,5.96,1683
de_DE,summary,,,0.53,7.29,1683
de_DE,description,,,0.24,4.87,1683
de_DE,package stats,,,0.12,3.45,1683
de_DE,name,type,desktop,0.63,7.94,945
de_DE,summary,type,desktop,0.95,9.71,945
de_DE,description,type,desktop,0.42,6.49,945
de_DE,package stats,type,desktop,0.21,4.6,945
dk,name,,,0.06,2.44,1683
dk,summary,,,0.06,2.44,1683
dk,description,,,0,0.0,1683
dk,package stats,,,0,0.0,1683
dk,name,type,desktop,0.11,3.25,945
dk,summary,type,desktop,0.11,3.25,945
dk,description,type,desktop,0,0.0,945
dk,package stats,type,desktop,0,0.0,945
doi,name,,,0.12,3.45,1683
doi,summary,,,0.18,4.22,1683
doi,description,,,0,0.0,1683
doi,package stats,,,0,0.0,1683
doi,name,type,desktop,0.21,4.6,945
doi,summary,type,desktop,0.21,4.6,945
doi,description,type,desktop,0,0.0,945
doi,package stats,type,desktop,0,0.0,945
dz,name,,,3.98,19.55,1683
dz,summary,,,3.8,19.13,1683
dz,description,,,0,0.0,1683
dz,package stats,,,0.12,3.45,1683
dz,name,type,desktop,6.56,24.76,945
dz,summary,type,desktop,6.56,24.76,945
dz,description,type,desktop,0,0.0,945
dz,package stats,type,desktop,0.21,4.6,945
el,name,,,16.28,36.92,1683
el,summary,,,28.46,45.12,1683
el,description,,,11.88,32.36,1683
el,package stats,,,7.19,25.83,1683
el,name,type,desktop,14.39,35.1,945
el,summary,type,desktop,34.29,47.47,945
el,description,type,desktop,21.16,40.85,945
el,package stats,type,desktop,11.32,31.69,945
el_GR,name,,,0.06,2.44,1683
el_GR,summary,,,0.12,3.45,1683
el_GR,description,,,0.06,2.44,1683
el_GR,package stats,,,0,0.0,1683
el_GR,name,type,desktop,0.11,3.25,945
el_GR,summary,type,desktop,0.21,4.6,945
el_GR,description,type,desktop,0.11,3.25,945
el_GR,package stats,type,desktop,0,0.0,945
en,name,,,0.18,4.22,1683
en,summary,,,0.53,7.29,1683
en,description,,,0,0.0,1683
en,package stats,,,0.36,5.96,1683
en,name,type,desktop,0.32,5.63,945
en,summary,type,desktop,0.95,9.71,945
en,description,type,desktop,0,0.0,945
en,package stats,type,desktop,0.63,7.94,945
EN,name,,,0,0.0,1683
EN,summary,,,0.06,2.44,1683
EN,description,,,0,0.0,1683
EN,package stats,,,0,0.0,1683
EN,name,type,desktop,0,0.0,945
EN,summary,type,desktop,0.11,3.25,945
EN,description,type,desktop,0,0.0,945
EN,package stats,type,desktop,0,0.0,945
en-GB,name,,,0,0.0,1683
en-GB,summary,,,0.24,4.87,1683
en-GB,description,,,2.97,16.98,1683
en-GB,package stats,,,0,0.0,1683
en-GB,name,type,desktop,0,0.0,945
en-GB,summary,type,desktop,0.42,6.49,945
en-GB,description,type,desktop,5.29,22.39,945
en-GB,package stats,type,desktop,0,0.0,945
en@shaw,name,,,2.55,15.78,1683
en@shaw,summary,,,2.73,16.3,1683
en@shaw,description,,,0,0.0,1683
en@shaw,package stats,,,0.24,4.87,1683
en@shaw,name,type,desktop,3.92,19.4,945
en@shaw,summary,type,desktop,4.87,21.52,945
en@shaw,description,type,desktop,0,0.0,945
en@shaw,package stats,type,desktop,0.42,6.49,945
en_AU,name,,,0.71,8.41,1683
en_AU,summary,,,0.83,9.08,1683
en_AU,description,,,0.71,8.41,1683
en_AU,package stats,,,0.48,6.88,1683
en_AU,name,type,desktop,1.16,10.73,945
en_AU,summary,type,desktop,1.48,12.08,945
en_AU,description,type,desktop,1.27,11.2,945
en_AU,package stats,type,desktop,0.85,9.16,945
en_CA,name,,,1.49,12.1,1683
en_CA,summary,,,2.02,14.07,1683
en_CA,description,,,0.36,5.96,1683
en_CA,package stats,,,0.48,6.88,1683
en_CA,name,type,desktop,2.54,15.73,945
en_CA,summary,type,desktop,3.49,18.36,945
en_CA,description,type,desktop,0.63,7.94,945
en_CA,package stats,type,desktop,0.85,9.16,945
en_GB,name,,,3.21,17.62,1683
en_GB,summary,,,8.56,27.97,1683
en_GB,description,,,2.79,16.48,1683
en_GB,package stats,,,10.99,31.28,1683
en_GB,name,type,desktop,4.97,21.74,945
en_GB,summary,type,desktop,14.39,35.1,945
en_GB,description,type,desktop,4.97,21.74,945
en_GB,package stats,type,desktop,18.31,38.67,945
en_US,name,,,0.3,5.44,1683
en_US,summary,,,0.12,3.45,1683
en_US,description,,,0,0.0,1683
en_US,package stats,,,0.3,5.44,1683
en_US,name,type,desktop,0.53,7.25,945
en_US,summary,type,desktop,0.21,4.6,945
en_US,description,type,desktop,0,0.0,945
en_US,package stats,type,desktop,0.53,7.25,945
en_US@piglatin,name,,,0,0.0,1683
en_US@piglatin,summary,,,0.06,2.44,1683
en_US@piglatin,description,,,0,0.0,1683
en_US@piglatin,package stats,,,0,0.0,1683
en_US@piglatin,name,type,desktop,0,0.0,945
en_US@piglatin,summary,type,desktop,0.11,3.25,945
en_US@piglatin,description,type,desktop,0,0.0,945
en_US@piglatin,package stats,type,desktop,0,0.0,945
en_ZA,name,,,0,0.0,1683
en_ZA,summary,,,0.06,2.44,1683
en_ZA,description,,,0,0.0,1683
en_ZA,package stats,,,0.06,2.44,1683
en_ZA,name,type,desktop,0,0.0,945
en_ZA,summary,type,desktop,0.11,3.25,945
en_ZA,description,type,desktop,0,0.0,945
en_ZA,package stats,type,desktop,0.11,3.25,945
eo,name,,,10.34,30.45,1683
eo,summary,,,11.05,31.35,1683
eo,description,,,2.97,16.98,1683
eo,package stats,,,1.49,12.1,1683
eo,name,type,desktop,13.44,34.11,945
eo,summary,type,desktop,15.98,36.64,945
eo,description,type,desktop,5.29,22.39,945
eo,package stats,type,desktop,1.27,11.2,945
es,name,,,17.41,37.92,1683
es,summary,,,38.03,48.55,1683
es,description,,,19.43,39.57,1683
es,package stats,,,16.04,36.7,1683
es,name,type,desktop,14.29,34.99,945
es,summary,type,desktop,47.83,49.95,945
es,description,type,desktop,33.97,47.36,945
es,package stats,type,desktop,26.46,44.11,945
es-AR,name,,,0,0.0,1683
es-AR,summary,,,0.06,2.44,1683
es-AR,description,,,0,0.0,1683
es-AR,package stats,,,0,0.0,1683
es-AR,name,type,desktop,0,0.0,945
es-AR,summary,type,desktop,0,0.0,945
es-AR,description,type,desktop,0,0.0,945
es-AR,package stats,type,desktop,0,0.0,945
es_419,name,,,0.12,3.45,1683
es_419,summary,,,0.18,4.22,1683
es_419,description,,,0.06,2.44,1683
es_419,package stats,,,0.12,3.45,1683
es_419,name,type,desktop,0.21,4.6,945
es_419,summary,type,desktop,0.32,5.63,945
es_419,description,type,desktop,0.11,3.25,945
es_419,package stats,type,desktop,0.21,4.6,945
es_AR,name,,,0.42,6.44,1683
es_AR,summary,,,0.36,5.96,1683
es_AR,description,,,0.06,2.44,1683
es_AR,package stats,,,0.06,2.44,1683
es_AR,name,type,desktop,0.74,8.57,945
es_AR,summary,type,desktop,0.63,7.94,945
es_AR,description,type,desktop,0.11,3.25,945
es_AR,package stats,type,desktop,0.11,3.25,945
es_CL,name,,,0.06,2.44,1683
es_CL,summary,,,0.18,4.22,1683
es_CL,description,,,0,0.0,1683
es_CL,package stats,,,0.06,2.44,1683
es_CL,name,type,desktop,0.11,3.25,945
es_CL,summary,type,desktop,0.32,5.63,945
es_CL,description,type,desktop,0,0.0,945
es_CL,package stats,type,desktop,0.11,3.25,945
es_CO,name,,,0.12,3.45,1683
es_CO,summary,,,0.24,4.87,1683
es_CO,description,,,0.18,4.22,1683
es_CO,package stats,,,0,0.0,1683
es_CO,name,type,desktop,0.21,4.6,945
es_CO,summary,type,desktop,0.42,6.49,945
es_CO,description,type,desktop,0.32,5.63,945
es_CO,package stats,type,desktop,0,0.0,945
es_ES,name,,,0.24,4.87,1683
es_ES,summary,,,0.53,7.29,1683
es_ES,description,,,0.24,4.87,1683
es_ES,package stats,,,0.18,4.22,1683
es_ES,name,type,desktop,0.42,6.49,945
es_ES,summary,type,desktop,0.95,9.71,945
es_ES,description,type,desktop,0.42,6.49,945
es_ES,package stats,type,desktop,0.21,4.6,945
es_MX,name,,,0.12,3.45,1683
es_MX,summary,,,0.77,8.75,1683
es_MX,description,,,0.18,4.22,1683
es_MX,package stats,,,0.06,2.44,1683
es_MX,name,type,desktop,0.21,4.6,945
es_MX,summary,type,desktop,1.38,11.65,945
es_MX,description,type,desktop,0.32,5.63,945
es_MX,package stats,type,desktop,0.11,3.25,945
es_PE,name,,,0.06,2.44,1683
es_PE,summary,,,0.06,2.44,1683
es_PE,description,,,0,0.0,1683
es_PE,package stats,,,0,0.0,1683
es_PE,name,type,desktop,0.11,3.25,945
es_PE,summary,type,desktop,0.11,3.25,945
es_PE,description,type,desktop,0,0.0,945
es_PE,package stats,type,desktop,0,0.0,945
es_VE,name,,,0,0.0,1683
es_VE,summary,,,0.06,2.44,1683
es_VE,description,,,0.06,2.44,1683
es_VE,package stats,,,0,0.0,1683
es_VE,name,type,desktop,0,0.0,945
es_VE,summary,type,desktop,0.11,3.25,945
es_VE,description,type,desktop,0.11,3.25,945
es_VE,package stats,type,desktop,0,0.0,945
et,name,,,12.12,32.64,1683
et,summary,,,18.84,39.1,1683
et,description,,,7.01,25.53,1683
et,package stats,,,2.79,16.48,1683
et,name,type,desktop,12.06,32.57,945
et,summary,type,desktop,24.55,43.04,945
et,description,type,desktop,12.49,33.06,945
et,package stats,type,desktop,4.87,21.52,945
et_EE,name,,,0.12,3.45,1683
et_EE,summary,,,0.12,3.45,1683
et_EE,description,,,0,0.0,1683
et_EE,package stats,,,0,0.0,1683
et_EE,name,type,desktop,0.21,4.6,945
et_EE,summary,type,desktop,0.21,4.6,945
et_EE,description,type,desktop,0,0.0,945
et_EE,package stats,type,desktop,0,0.0,945
eu,name,,,13.96,34.66,1683
eu,summary,,,23.11,42.16,1683
eu,description,,,6.95,25.43,1683
eu,package stats,,,3.62,18.69,1683
eu,name,type,desktop,10.9,31.16,945
eu,summary,type,desktop,25.08,43.35,945
eu,description,type,desktop,12.38,32.94,945
eu,package stats,type,desktop,5.19,22.17,945
ex,name,,,0,0.0,1683
ex,summary,,,0.06,2.44,1683
ex,description,,,0,0.0,1683
ex,package stats,,,0,0.0,1683
ex,name,type,desktop,0,0.0,945
ex,summary,type,desktop,0.11,3.25,945
ex,description,type,desktop,0,0.0,945
ex,package stats,type,desktop,0,0.0,945
fa,name,,,8.67,28.15,1683
fa,summary,,,8.79,28.32,1683
fa,description,,,3.57,18.54,1683
fa,package stats,,,1.01,10.0,1683
fa,name,type,desktop,13.23,33.88,945
fa,summary,type,desktop,14.39,35.1,945
fa,description,type,desktop,6.24,24.19,945
fa,package stats,type,desktop,0.53,7.25,945
fa_IR,name,,,0.18,4.22,1683
fa_IR,summary,,,0.12,3.45,1683
fa_IR,description,,,0,0.0,1683
fa_IR,package stats,,,0,0.0,1683
fa_IR,name,type,desktop,0.32,5.63,945
fa_IR,summary,type,desktop,0.21,4.6,945
fa_IR,description,type,desktop,0,0.0,945
fa_IR,package stats,type,desktop,0,0.0,945
ff,name,,,0,0.0,1683
ff,summary,,,0.06,2.44,1683
ff,description,,,0,0.0,1683
ff,package stats,,,0.12,3.45,1683
ff,name,type,desktop,0,0.0,945
ff,summary,type,desktop,0.11,3.25,945
ff,description,type,desktop,0,0.0,945
ff,package stats,type,desktop,0.21,4.6,945
fi,name,,,16.34,36.97,1683
fi,summary,,,30.42,46.01,1683
fi,description,,,15.27,35.97,1683
fi,package stats,,,7.55,26.41,1683
fi,name,type,desktop,15.03,35.73,945
fi,summary,type,desktop,38.31,48.61,945
fi,description,type,desktop,26.88,44.33,945
fi,package stats,type,desktop,13.33,33.99,945
fi_FI,name,,,0.12,3.45,1683
fi_FI,summary,,,0.18,4.22,1683
fi_FI,description,,,0,0.0,1683
fi_FI,package stats,,,0,0.0,1683
fi_FI,name,type,desktop,0.21,4.6,945
fi_FI,summary,type,desktop,0.32,5.63,945
fi_FI,description,type,desktop,0,0.0,945
fi_FI,package stats,type,desktop,0,0.0,945
fil,name,,,0,0.0,1683
fil,summary,,,0.06,2.44,1683
fil,description,,,0,0.0,1683
fil,package stats,,,0,0.0,1683
fil,name,type,desktop,0,0.0,945
fil,summary,type,desktop,0.11,3.25,945
fil,description,type,desktop,0,0.0,945
fil,package stats,type,desktop,0,0.0,945
fo,name,,,0.12,3.45,1683
fo,summary,,,0.3,5.44,1683
fo,description,,,0.06,2.44,1683
fo,package stats,,,0,0.0,1683
fo,name,type,desktop,0.21,4.6,945
fo,summary,type,desktop,0.53,7.25,945
fo,description,type,desktop,0.11,3.25,945
fo,package stats,type,desktop,0,0.0,945
fr,name,,,16.82,37.4,1683
