lang,field,filter,filter_value,mean,pstdev,number of packages
as,description,,,2.99,17.04,1604
as,package stats,,,0.37,6.1,1604
as,name,type,desktop,7.79,26.8,886
as,summary,type,desktop,10.95,31.22,886
as,description,type,desktop,5.42,22.64,886
as,package stats,type,desktop,0.68,8.2,886
ast,name,,,4.74,21.25,1604
ast,summary,,,8.79,28.32,1604
ast,description,,,1.43,11.89,1604
ast,package stats,,,0.81,8.97,1604
ast,name,type,desktop,6.21,24.13,886
ast,summary,type,desktop,13.66,34.34,886
ast,description,type,desktop,2.6,15.9,886
ast,package stats,type,desktop,1.47,12.02,886
az,name,,,1.81,13.32,1604
az,summary,,,1.68,12.86,1604
az,description,,,0.12,3.53,1604
az,package stats,,,0.31,5.57,1604
az,name,type,desktop,3.27,17.79,886
az,summary,type,desktop,3.05,17.19,886
az,description,type,desktop,0.23,4.75,886
az,package stats,type,desktop,0.56,7.49,886
be,name,,,6.3,24.29,1604
be,summary,,,8.04,27.19,1604
be,description,,,3.74,18.98,1604
be,package stats,,,1.93,13.77,1604
be,name,type,desktop,9.37,29.14,886
be,summary,type,desktop,13.32,33.98,886
be,description,type,desktop,6.77,25.13,886
be,package stats,type,desktop,2.14,14.49,886
be@latin,name,,,2.74,16.33,1604
be@latin,summary,,,2.24,14.81,1604
be@latin,description,,,0,0.0,1604
be@latin,package stats,,,0.12,3.53,1604
be@latin,name,type,desktop,2.6,15.9,886
be@latin,summary,type,desktop,2.93,16.88,886
be@latin,description,type,desktop,0,0.0,886
be@latin,package stats,type,desktop,0.23,4.75,886
bg,name,,,10.1,30.13,1604
bg,summary,,,14.84,35.55,1604
bg,description,,,5.3,22.4,1604
bg,package stats,,,3.24,17.71,1604
bg,name,type,desktop,13.43,34.1,886
bg,summary,type,desktop,22.57,41.81,886
bg,description,type,desktop,9.59,29.45,886
bg,package stats,type,desktop,4.18,20.0,886
bg_BG,name,,,0.12,3.53,1604
bg_BG,summary,,,0.12,3.53,1604
bg_BG,description,,,0,0.0,1604
bg_BG,package stats,,,0,0.0,1604
bg_BG,name,type,desktop,0.23,4.75,886
bg_BG,summary,type,desktop,0.23,4.75,886
bg_BG,description,type,desktop,0,0.0,886
bg_BG,package stats,type,desktop,0,0.0,886
bho,name,,,0.06,2.5,1604
bho,summary,,,0.06,2.5,1604
bho,description,,,0,0.0,1604
bho,package stats,,,0,0.0,1604
bho,name,type,desktop,0.11,3.36,886
bho,summary,type,desktop,0.11,3.36,886
bho,description,type,desktop,0,0.0,886
bho,package stats,type,desktop,0,0.0,886
bm,name,,,0.06,2.5,1604
bm,summary,,,0.06,2.5,1604
bm,description,,,0,0.0,1604
bm,package stats,,,0,0.0,1604
bm,name,type,desktop,0.11,3.36,886
bm,summary,type,desktop,0.11,3.36,886
bm,description,type,desktop,0,0.0,886
bm,package stats,type,desktop,0,0.0,886
bn,name,,,6.55,24.73,1604
bn,summary,,,6.17,24.06,1604
bn,description,,,0.12,3.53,1604
bn,package stats,,,0.25,4.99,1604
bn,name,type,desktop,9.48,29.29,886
bn,summary,type,desktop,10.95,31.22,886
bn,description,type,desktop,0.23,4.75,886
bn,package stats,type,desktop,0.45,6.7,886
bn_BD,name,,,0.12,3.53,1604
bn_BD,summary,,,0.12,3.53,1604
bn_BD,description,,,0.06,2.5,1604
bn_BD,package stats,,,0.06,2.5,1604
bn_BD,name,type,desktop,0.23,4.75,886
bn_BD,summary,type,desktop,0.23,4.75,886
bn_BD,description,type,desktop,0.11,3.36,886
bn_BD,package stats,type,desktop,0.11,3.36,886
bn_IN,name,,,5.36,22.53,1604
bn_IN,summary,,,5.11,22.02,1604
bn_IN,description,,,1.43,11.89,1604
bn_IN,package stats,,,0.19,4.32,1604
bn_IN,name,type,desktop,6.55,24.73,886
bn_IN,summary,type,desktop,8.13,27.32,886
bn_IN,description,type,desktop,2.6,15.9,886
bn_IN,package stats,type,desktop,0.34,5.81,886
bo,name,,,0.06,2.5,1604
bo,summary,,,0.12,3.53,1604
bo,description,,,0,0.0,1604
bo,package stats,,,0,0.0,1604
bo,name,type,desktop,0.11,3.36,886
bo,summary,type,desktop,0.23,4.75,886
bo,description,type,desktop,0,0.0,886
bo,package stats,type,desktop,0,0.0,886
br,name,,,2.74,16.33,1604
br,summary,,,2.99,17.04,1604
br,description,,,0.62,7.87,1604
br,package stats,,,0.19,4.32,1604
br,name,type,desktop,3.95,19.48,886
br,summary,type,desktop,5.3,22.41,886
br,description,type,desktop,1.13,10.56,886
br,package stats,type,desktop,0.34,5.81,886
brx,name,,,0.19,4.32,1604
brx,summary,,,0.12,3.53,1604
brx,description,,,0,0.0,1604
brx,package stats,,,0.06,2.5,1604
brx,name,type,desktop,0.34,5.81,886
brx,summary,type,desktop,0.23,4.75,886
brx,description,type,desktop,0,0.0,886
brx,package stats,type,desktop,0.11,3.36,886
bs,name,,,10.79,31.02,1604
bs,summary,,,16.4,37.02,1604
bs,description,,,9.1,28.76,1604
bs,package stats,,,2.18,14.61,1604
bs,name,type,desktop,11.06,31.36,886
bs,summary,type,desktop,21.78,41.28,886
bs,description,type,desktop,16.48,37.1,886
bs,package stats,type,desktop,2.6,15.9,886
ca,name,,,15.15,35.85,1604
ca,summary,,,29.8,45.74,1604
ca,description,,,15.46,36.15,1604
ca,package stats,,,12.47,33.04,1604
ca,name,type,desktop,14.11,34.81,886
ca,summary,type,desktop,39.16,48.81,886
ca,description,type,desktop,27.88,44.84,886
ca,package stats,type,desktop,20.99,40.73,886
ca-valencia,name,,,1.12,10.53,1604
ca-valencia,summary,,,8.29,27.58,1604
ca-valencia,description,,,7.29,26.0,1604
ca-valencia,package stats,,,0,0.0,1604
ca-valencia,name,type,desktop,0.79,8.85,886
ca-valencia,summary,type,desktop,12.64,33.23,886
ca-valencia,description,type,desktop,13.21,33.85,886
ca-valencia,package stats,type,desktop,0,0.0,886
ca@valencia,name,,,11.53,31.94,1604
ca@valencia,summary,,,18.02,38.43,1604
ca@valencia,description,,,4.93,21.64,1604
ca@valencia,package stats,,,8.73,28.22,1604
ca@valencia,name,type,desktop,9.71,29.6,886
ca@valencia,summary,type,desktop,21.33,40.97,886
ca@valencia,description,type,desktop,8.92,28.5,886
ca@valencia,package stats,type,desktop,14.45,35.16,886
ca_ES,name,,,0.06,2.5,1604
ca_ES,summary,,,0.12,3.53,1604
ca_ES,description,,,0,0.0,1604
ca_ES,package stats,,,0,0.0,1604
ca_ES,name,type,desktop,0.11,3.36,886
ca_ES,summary,type,desktop,0.23,4.75,886
ca_ES,description,type,desktop,0,0.0,886
ca_ES,package stats,type,desktop,0,0.0,886
cgg,name,,,0,0.0,1604
cgg,summary,,,0.06,2.5,1604
cgg,description,,,0,0.0,1604
cgg,package stats,,,0,0.0,1604
cgg,name,type,desktop,0,0.0,886
cgg,summary,type,desktop,0.11,3.36,886
cgg,description,type,desktop,0,0.0,886
cgg,package stats,type,desktop,0,0.0,886
ckb,name,,,0.31,5.57,1604
ckb,summary,,,0.31,5.57,1604
ckb,description,,,0,0.0,1604
ckb,package stats,,,0,0.0,1604
ckb,name,type,desktop,0.56,7.49,886
ckb,summary,type,desktop,0.56,7.49,886
ckb,description,type,desktop,0,0.0,886
ckb,package stats,type,desktop,0,0.0,886
cmn,name,,,0.37,6.1,1604
cmn,summary,,,0.81,8.97,1604
cmn,description,,,0,0.0,1604
cmn,package stats,,,0.06,2.5,1604
cmn,name,type,desktop,0.68,8.2,886
cmn,summary,type,desktop,1.47,12.02,886
cmn,description,type,desktop,0,0.0,886
cmn,package stats,type,desktop,0.11,3.36,886
crh,name,,,0.87,9.3,1604
crh,summary,,,1.31,11.37,1604
crh,description,,,0,0.0,1604
crh,package stats,,,0.12,3.53,1604
crh,name,type,desktop,1.58,12.47,886
crh,summary,type,desktop,2.37,15.21,886
crh,description,type,desktop,0,0.0,886
crh,package stats,type,desktop,0.23,4.75,886
cs,name,,,16.58,37.19,1604
cs,summary,,,31.11,46.29,1604
cs,description,,,13.34,34.0,1604
cs,package stats,,,10.91,31.18,1604
cs,name,type,desktop,15.35,36.05,886
cs,summary,type,desktop,41.42,49.26,886
cs,description,type,desktop,24.15,42.8,886
cs,package stats,type,desktop,17.61,38.09,886
cs-CZ,name,,,0,0.0,1604
cs-CZ,summary,,,0.06,2.5,1604
cs-CZ,description,,,0,0.0,1604
cs-CZ,package stats,,,0,0.0,1604
cs-CZ,name,type,desktop,0,0.0,886
cs-CZ,summary,type,desktop,0,0.0,886
cs-CZ,description,type,desktop,0,0.0,886
cs-CZ,package stats,type,desktop,0,0.0,886
cs_CZ,name,,,0.25,4.99,1604
cs_CZ,summary,,,0.56,7.47,1604
cs_CZ,description,,,0.19,4.32,1604
cs_CZ,package stats,,,0.06,2.5,1604
cs_CZ,name,type,desktop,0.45,6.7,886
cs_CZ,summary,type,desktop,1.02,10.03,886
cs_CZ,description,type,desktop,0.34,5.81,886
cs_CZ,package stats,type,desktop,0.11,3.36,886
csb,name,,,1.43,11.89,1604
csb,summary,,,1.56,12.39,1604
csb,description,,,0,0.0,1604
csb,package stats,,,0,0.0,1604
csb,name,type,desktop,0.45,6.7,886
csb,summary,type,desktop,1.92,13.72,886
csb,description,type,desktop,0,0.0,886
csb,package stats,type,desktop,0,0.0,886
cv,name,,,0,0.0,1604
cv,summary,,,0.06,2.5,1604
cv,description,,,0.06,2.5,1604
cv,package stats,,,0,0.0,1604
cv,name,type,desktop,0,0.0,886
cv,summary,type,desktop,0.11,3.36,886
cv,description,type,desktop,0.11,3.36,886
cv,package stats,type,desktop,0,0.0,886
cy,name,,,3.24,17.71,1604
cy,summary,,,3.55,18.51,1604
cy,description,,,0.12,3.53,1604
cy,package stats,,,0.12,3.53,1604
cy,name,type,desktop,5.08,21.96,886
cy,summary,type,desktop,6.43,24.53,886
cy,description,type,desktop,0.23,4.75,886
cy,package stats,type,desktop,0.23,4.75,886
cz,name,,,0,0.0,1604
cz,summary,,,0.12,3.53,1604
cz,description,,,0,0.0,1604
cz,package stats,,,0,0.0,1604
cz,name,type,desktop,0,0.0,886
cz,summary,type,desktop,0.23,4.75,886
cz,description,type,desktop,0,0.0,886
cz,package stats,type,desktop,0,0.0,886
da,name,,,14.21,34.92,1604
da,summary,,,25.25,43.44,1604
da,description,,,10.85,31.1,1604
da,package stats,,,9.41,29.2,1604
da,name,type,desktop,12.98,33.61,886
da,summary,type,desktop,32.39,46.8,886
da,description,type,desktop,19.64,39.73,886
da,package stats,type,desktop,15.24,35.94,886
DE,name,,,0,0.0,1604
DE,summary,,,0.06,2.5,1604
DE,description,,,0,0.0,1604
DE,package stats,,,0,0.0,1604
DE,name,type,desktop,0,0.0,886
DE,summary,type,desktop,0.11,3.36,886
DE,description,type,desktop,0,0.0,886
DE,package stats,type,desktop,0,0.0,886
de,name,,,16.21,36.85,1604
de,summary,,,37.97,48.53,1604
de,description,,,17.89,38.33,1604
de,package stats,,,16.96,37.53,1604
de,name,type,desktop,15.01,35.72,886
de,summary,type,desktop,52.14,49.95,886
de,description,type,desktop,32.17,46.71,886
de,package stats,type,desktop,27.54,44.67,886
de-DE,name,,,0,0.0,1604
de-DE,summary,,,0.06,2.5,1604
de-DE,description,,,0,0.0,1604
de-DE,package stats,,,0,0.0,1604
de-DE,name,type,desktop,0,0.0,886
de-DE,summary,type,desktop,0,0.0,886
de-DE,description,type,desktop,0,0.0,886
de-DE,package stats,type,desktop,0,0.0,886
de_CH,name,,,0.06,2.5,1604
de_CH,summary,,,0.06,2.5,1604
de_CH,description,,,0,0.0,1604
de_CH,package stats,,,0.12,3.53,1604
de_CH,name,type,desktop,0.11,3.36,886
de_CH,summary,type,desktop,0.11,3.36,886
de_CH,description,type,desktop,0,0.0,886
de_CH,package stats,type,desktop,0.11,3.36,886
de_DE,name,,,0.44,6.59,1604
de_DE,summary,,,0.56,7.47,1604
de_DE,description,,,0.25,4.99,1604
de_DE,package stats,,,0.19,4.32,1604
de_DE,name,type,desktop,0.79,8.85,886
de_DE,summary,type,desktop,1.02,10.03,886
de_DE,description,type,desktop,0.45,6.7,886
de_DE,package stats,type,desktop,0.34,5.81,886
dk,name,,,0.06,2.5,1604
dk,summary,,,0.06,2.5,1604
dk,description,,,0,0.0,1604
dk,package stats,,,0,0.0,1604
dk,name,type,desktop,0.11,3.36,886
dk,summary,type,desktop,0.11,3.36,886
dk,description,type,desktop,0,0.0,886
dk,package stats,type,desktop,0,0.0,886
doi,name,,,0.12,3.53,1604
doi,summary,,,0.12,3.53,1604
doi,description,,,0,0.0,1604
doi,package stats,,,0,0.0,1604
doi,name,type,desktop,0.23,4.75,886
doi,summary,type,desktop,0.23,4.75,886
doi,description,type,desktop,0,0.0,886
doi,package stats,type,desktop,0,0.0,886
dz,name,,,4.11,19.86,1604
dz,summary,,,3.99,19.57,1604
dz,description,,,0,0.0,1604
dz,package stats,,,0.19,4.32,1604
dz,name,type,desktop,7.0,25.51,886
dz,summary,type,desktop,7.11,25.7,886
dz,description,type,desktop,0,0.0,886
dz,package stats,type,desktop,0.34,5.81,886
el,name,,,15.34,36.03,1604
el,summary,,,26.5,44.13,1604
el,description,,,11.6,32.02,1604
el,package stats,,,7.23,25.9,1604
el,name,type,desktop,14.79,35.5,886
el,summary,type,desktop,34.09,47.4,886
el,description,type,desktop,20.99,40.73,886
el,package stats,type,desktop,11.63,32.05,886
el_GR,name,,,0.06,2.5,1604
el_GR,summary,,,0.12,3.53,1604
el_GR,description,,,0.06,2.5,1604
el_GR,package stats,,,0,0.0,1604
el_GR,name,type,desktop,0.11,3.36,886
el_GR,summary,type,desktop,0.23,4.75,886
el_GR,description,type,desktop,0.11,3.36,886
el_GR,package stats,type,desktop,0,0.0,886
en,name,,,0.12,3.53,1604
en,summary,,,0.56,7.47,1604
en,description,,,0,0.0,1604
en,package stats,,,0.25,4.99,1604
en,name,type,desktop,0.23,4.75,886
en,summary,type,desktop,1.02,10.03,886
en,description,type,desktop,0,0.0,886
en,package stats,type,desktop,0.45,6.7,886
EN,name,,,0,0.0,1604
EN,summary,,,0.06,2.5,1604
EN,description,,,0,0.0,1604
EN,package stats,,,0,0.0,1604
EN,name,type,desktop,0,0.0,886
EN,summary,type,desktop,0.11,3.36,886
EN,description,type,desktop,0,0.0,886
EN,package stats,type,desktop,0,0.0,886
en-GB,name,,,0,0.0,1604
en-GB,summary,,,0.19,4.32,1604
en-GB,description,,,2.49,15.59,1604
en-GB,package stats,,,0,0.0,1604
en-GB,name,type,desktop,0,0.0,886
en-GB,summary,type,desktop,0.34,5.81,886
en-GB,description,type,desktop,4.51,20.76,886
en-GB,package stats,type,desktop,0,0.0,886
en@shaw,name,,,2.62,15.97,1604
en@shaw,summary,,,2.93,16.87,1604
en@shaw,description,,,0,0.0,1604
en@shaw,package stats,,,0.25,4.99,1604
en@shaw,name,type,desktop,4.18,20.0,886
en@shaw,summary,type,desktop,5.3,22.41,886
en@shaw,description,type,desktop,0,0.0,886
en@shaw,package stats,type,desktop,0.45,6.7,886
en_AU,name,,,0.56,7.47,1604
en_AU,summary,,,1.0,9.94,1604
en_AU,description,,,0.69,8.25,1604
en_AU,package stats,,,0.62,7.87,1604
en_AU,name,type,desktop,1.02,10.03,886
en_AU,summary,type,desktop,1.81,13.32,886
en_AU,description,type,desktop,1.24,11.07,886
en_AU,package stats,type,desktop,1.13,10.56,886
en_CA,name,,,1.56,12.39,1604
en_CA,summary,,,2.24,14.81,1604
en_CA,description,,,0.31,5.57,1604
en_CA,package stats,,,0.56,7.47,1604
en_CA,name,type,desktop,2.82,16.56,886
en_CA,summary,type,desktop,3.95,19.48,886
en_CA,description,type,desktop,0.56,7.49,886
en_CA,package stats,type,desktop,1.02,10.03,886
en_GB,name,,,3.3,17.87,1604
en_GB,summary,,,7.92,27.0,1604
en_GB,description,,,2.56,15.78,1604
en_GB,package stats,,,8.73,28.22,1604
en_GB,name,type,desktop,5.3,22.41,886
en_GB,summary,type,desktop,13.54,34.22,886
en_GB,description,type,desktop,4.63,21.01,886
en_GB,package stats,type,desktop,15.8,36.48,886
en_US,name,,,0.31,5.57,1604
en_US,summary,,,0.19,4.32,1604
en_US,description,,,0,0.0,1604
en_US,package stats,,,0.31,5.57,1604
en_US,name,type,desktop,0.56,7.49,886
en_US,summary,type,desktop,0.34,5.81,886
en_US,description,type,desktop,0,0.0,886
en_US,package stats,type,desktop,0.56,7.49,886
en_US@piglatin,name,,,0,0.0,1604
en_US@piglatin,summary,,,0.06,2.5,1604
en_US@piglatin,description,,,0,0.0,1604
en_US@piglatin,package stats,,,0,0.0,1604
en_US@piglatin,name,type,desktop,0,0.0,886
en_US@piglatin,summary,type,desktop,0.11,3.36,886
en_US@piglatin,description,type,desktop,0,0.0,886
en_US@piglatin,package stats,type,desktop,0,0.0,886
en_ZA,name,,,0,0.0,1604
en_ZA,summary,,,0.06,2.5,1604
en_ZA,description,,,0,0.0,1604
en_ZA,package stats,,,0.06,2.5,1604
en_ZA,name,type,desktop,0,0.0,886
en_ZA,summary,type,desktop,0.11,3.36,886
en_ZA,description,type,desktop,0,0.0,886
en_ZA,package stats,type,desktop,0.11,3.36,886
eo,name,,,9.23,28.94,1604
eo,summary,,,10.41,30.54,1604
eo,description,,,2.31,15.01,1604
eo,package stats,,,1.31,11.37,1604
eo,name,type,desktop,13.21,33.85,886
eo,summary,type,desktop,16.48,37.1,886
eo,description,type,desktop,4.18,20.0,886
eo,package stats,type,desktop,0.9,9.46,886
es,name,,,16.77,37.36,1604
es,summary,,,35.29,47.79,1604
es,description,,,17.52,38.01,1604
es,package stats,,,14.59,35.3,1604
es,name,type,desktop,15.12,35.83,886
es,summary,type,desktop,46.61,49.89,886
es,description,type,desktop,31.6,46.49,886
es,package stats,type,desktop,24.49,43.0,886
es-AR,name,,,0,0.0,1604
es-AR,summary,,,0.06,2.5,1604
es-AR,description,,,0,0.0,1604
es-AR,package stats,,,0,0.0,1604
es-AR,name,type,desktop,0,0.0,886
es-AR,summary,type,desktop,0,0.0,886
es-AR,description,type,desktop,0,0.0,886
es-AR,package stats,type,desktop,0,0.0,886
es_419,name,,,0,0.0,1604
es_419,summary,,,0.06,2.5,1604
es_419,description,,,0.06,2.5,1604
es_419,package stats,,,0,0.0,1604
es_419,name,type,desktop,0,0.0,886
es_419,summary,type,desktop,0.11,3.36,886
es_419,description,type,desktop,0.11,3.36,886
es_419,package stats,type,desktop,0,0.0,886
es_AR,name,,,0.37,6.1,1604
es_AR,summary,,,0.25,4.99,1604
es_AR,description,,,0.06,2.5,1604
es_AR,package stats,,,0.06,2.5,1604
es_AR,name,type,desktop,0.68,8.2,886
es_AR,summary,type,desktop,0.45,6.7,886
es_AR,description,type,desktop,0.11,3.36,886
es_AR,package stats,type,desktop,0.11,3.36,886
es_CL,name,,,0,0.0,1604
es_CL,summary,,,0.12,3.53,1604
es_CL,description,,,0,0.0,1604
es_CL,package stats,,,0.06,2.5,1604
es_CL,name,type,desktop,0,0.0,886
es_CL,summary,type,desktop,0.11,3.36,886
es_CL,description,type,desktop,0,0.0,886
es_CL,package stats,type,desktop,0.11,3.36,886
es_CO,name,,,0.12,3.53,1604
es_CO,summary,,,0.25,4.99,1604
es_CO,description,,,0.19,4.32,1604
es_CO,package stats,,,0,0.0,1604
es_CO,name,type,desktop,0.23,4.75,886
es_CO,summary,type,desktop,0.45,6.7,886
es_CO,description,type,desktop,0.34,5.81,886
es_CO,package stats,type,desktop,0,0.0,886
es_ES,name,,,0.25,4.99,1604
es_ES,summary,,,0.44,6.59,1604
es_ES,description,,,0.25,4.99,1604
es_ES,package stats,,,0.37,6.1,1604
es_ES,name,type,desktop,0.45,6.7,886
es_ES,summary,type,desktop,0.79,8.85,886
es_ES,description,type,desktop,0.45,6.7,886
es_ES,package stats,type,desktop,0.68,8.2,886
es_MX,name,,,0.12,3.53,1604
es_MX,summary,,,0.75,8.62,1604
es_MX,description,,,0.19,4.32,1604
es_MX,package stats,,,0.12,3.53,1604
es_MX,name,type,desktop,0.23,4.75,886
es_MX,summary,type,desktop,1.35,11.56,886
es_MX,description,type,desktop,0.34,5.81,886
es_MX,package stats,type,desktop,0.23,4.75,886
es_VE,name,,,0,0.0,1604
es_VE,summary,,,0.06,2.5,1604
es_VE,description,,,0.06,2.5,1604
es_VE,package stats,,,0,0.0,1604
es_VE,name,type,desktop,0,0.0,886
es_VE,summary,type,desktop,0.11,3.36,886
es_VE,description,type,desktop,0.11,3.36,886
es_VE,package stats,type,desktop,0,0.0,886
et,name,,,12.22,32.75,1604
et,summary,,,19.08,39.29,1604
et,description,,,7.36,26.11,1604
et,package stats,,,3.18,17.55,1604
et,name,type,desktop,12.3,32.85,886
et,summary,type,desktop,25.17,43.4,886
et,description,type,desktop,13.32,33.98,886
et,package stats,type,desktop,5.76,23.29,886
et_EE,name,,,0.12,3.53,1604
et_EE,summary,,,0.12,3.53,1604
et_EE,description,,,0,0.0,1604
et_EE,package stats,,,0,0.0,1604
et_EE,name,type,desktop,0.23,4.75,886
et_EE,summary,type,desktop,0.23,4.75,886
et_EE,description,type,desktop,0,0.0,886
et_EE,package stats,type,desktop,0,0.0,886
eu,name,,,12.84,33.46,1604
eu,summary,,,20.07,40.06,1604
eu,description,,,5.67,23.13,1604
eu,package stats,,,3.12,17.38,1604
eu,name,type,desktop,11.74,32.19,886
eu,summary,type,desktop,23.93,42.66,886
eu,description,type,desktop,10.27,30.36,886
eu,package stats,type,desktop,4.29,20.26,886
ex,name,,,0,0.0,1604
ex,summary,,,0.06,2.5,1604
ex,description,,,0,0.0,1604
ex,package stats,,,0,0.0,1604
ex,name,type,desktop,0,0.0,886
ex,summary,type,desktop,0.11,3.36,886
ex,description,type,desktop,0,0.0,886
ex,package stats,type,desktop,0,0.0,886
fa,name,,,8.48,27.86,1604
fa,summary,,,9.04,28.68,1604
fa,description,,,3.8,19.13,1604
fa,package stats,,,1.25,11.1,1604
fa,name,type,desktop,13.09,33.73,886
fa,summary,type,desktop,15.24,35.94,886
fa,description,type,desktop,6.88,25.32,886
fa,package stats,type,desktop,0.9,9.46,886
fa_IR,name,,,0.19,4.32,1604
fa_IR,summary,,,0.19,4.32,1604
fa_IR,description,,,0,0.0,1604
fa_IR,package stats,,,0,0.0,1604
fa_IR,name,type,desktop,0.34,5.81,886
fa_IR,summary,type,desktop,0.34,5.81,886
fa_IR,description,type,desktop,0,0.0,886
fa_IR,package stats,type,desktop,0,0.0,886
ff,name,,,0,0.0,1604
ff,summary,,,0.06,2.5,1604
ff,description,,,0,0.0,1604
ff,package stats,,,0.12,3.53,1604
ff,name,type,desktop,0,0.0,886
ff,summary,type,desktop,0.11,3.36,886
ff,description,type,desktop,0,0.0,886
ff,package stats,type,desktop,0.23,4.75,886
fi,name,,,16.15,36.8,1604
fi,summary,,,28.24,45.02,1604
fi,description,,,13.34,34.0,1604
fi,package stats,,,5.92,23.6,1604
fi,name,type,desktop,16.03,36.69,886
fi,summary,type,desktop,36.23,48.07,886
fi,description,type,desktop,24.15,42.8,886
fi,package stats,type,desktop,10.61,30.8,886
fi_FI,name,,,0.12,3.53,1604
fi_FI,summary,,,0.19,4.32,1604
fi_FI,description,,,0,0.0,1604
fi_FI,package stats,,,0,0.0,1604
fi_FI,name,type,desktop,0.23,4.75,886
fi_FI,summary,type,desktop,0.34,5.81,886
fi_FI,description,type,desktop,0,0.0,886
fi_FI,package stats,type,desktop,0,0.0,886
fil,name,,,0,0.0,1604
fil,summary,,,0.06,2.5,1604
fil,description,,,0,0.0,1604
fil,package stats,,,0,0.0,1604
fil,name,type,desktop,0,0.0,886
fil,summary,type,desktop,0.11,3.36,886
fil,description,type,desktop,0,0.0,886
fil,package stats,type,desktop,0,0.0,886
fo,name,,,0.12,3.53,1604
fo,summary,,,0.31,5.57,1604
fo,description,,,0,0.0,1604
fo,package stats,,,0,0.0,1604
fo,name,type,desktop,0.23,4.75,886
fo,summary,type,desktop,0.56,7.49,886
fo,description,type,desktop,0,0.0,886
fo,package stats,type,desktop,0,0.0,886
fr,name,,,15.84,36.51,1604
fr,summary,,,36.35,48.1,1604
fr,description,,,17.21,37.74,1604
fr,package stats,,,15.27,35.97,1604
fr,name,type,desktop,15.69,36.37,886
fr,summary,type,desktop,50.11,50.0,886
fr,description,type,desktop,30.81,46.17,886
fr,package stats,type,desktop,25.06,43.33,886
fr_CA,name,,,0.25,4.99,1604
fr_CA,summary,,,0.44,6.59,1604
fr_CA,description,,,0.19,4.32,1604
fr_CA,package stats,,,0.06,2.5,1604
fr_CA,name,type,desktop,0.45,6.7,886
fr_CA,summary,type,desktop,0.79,8.85,886
fr_CA,description,type,desktop,0.34,5.81,886
fr_CA,package stats,type,desktop,0.11,3.36,886
fr_FR,name,,,0.12,3.53,1604
fr_FR,summary,,,0.25,4.99,1604
