lang,field,filter,filter_value,mean,pstdev,number of packages
cmn,summary,,,0.92,9.53,1418
cmn,description,,,0,0.0,1418
cmn,package stats,,,0.07,2.65,1418
cmn,name,type,desktop,0.72,8.45,835
cmn,summary,type,desktop,1.56,12.38,835
cmn,description,type,desktop,0,0.0,835
cmn,package stats,type,desktop,0.12,3.46,835
crh,name,,,1.13,10.56,1418
crh,summary,,,1.48,12.08,1418
crh,description,,,0,0.0,1418
crh,package stats,,,0.14,3.75,1418
crh,name,type,desktop,1.92,13.71,835
crh,summary,type,desktop,2.51,15.66,835
crh,description,type,desktop,0,0.0,835
crh,package stats,type,desktop,0.24,4.89,835
cs,name,,,13.12,33.76,1418
cs,summary,,,27.64,44.72,1418
cs,description,,,13.4,34.06,1418
cs,package stats,,,10.01,30.02,1418
cs,name,type,desktop,16.29,36.93,835
cs,summary,type,desktop,40.84,49.15,835
cs,description,type,desktop,22.75,41.92,835
cs,package stats,type,desktop,15.09,35.79,835
cs_CZ,name,,,0.28,5.3,1418
cs_CZ,summary,,,0.63,7.94,1418
cs_CZ,description,,,0.14,3.75,1418
cs_CZ,package stats,,,0.14,3.75,1418
cs_CZ,name,type,desktop,0.48,6.9,835
cs_CZ,summary,type,desktop,0.96,9.74,835
cs_CZ,description,type,desktop,0.24,4.89,835
cs_CZ,package stats,type,desktop,0.24,4.89,835
csb,name,,,0.49,7.01,1418
csb,summary,,,1.2,10.88,1418
csb,description,,,0,0.0,1418
csb,package stats,,,0,0.0,1418
csb,name,type,desktop,0.84,9.12,835
csb,summary,type,desktop,2.04,14.12,835
csb,description,type,desktop,0,0.0,835
csb,package stats,type,desktop,0,0.0,835
cv,name,,,0,0.0,1418
cv,summary,,,0.07,2.65,1418
cv,description,,,0.07,2.65,1418
cv,package stats,,,0,0.0,1418
cv,name,type,desktop,0,0.0,835
cv,summary,type,desktop,0.12,3.46,835
cv,description,type,desktop,0.12,3.46,835
cv,package stats,type,desktop,0,0.0,835
cy,name,,,3.6,18.62,1418
cy,summary,,,3.88,19.31,1418
cy,description,,,0,0.0,1418
cy,package stats,,,0.07,2.65,1418
cy,name,type,desktop,5.63,23.05,835
cy,summary,type,desktop,6.59,24.81,835
cy,description,type,desktop,0,0.0,835
cy,package stats,type,desktop,0.12,3.46,835
da,name,,,10.79,31.03,1418
da,summary,,,22.5,41.76,1418
da,description,,,10.16,30.21,1418
da,package stats,,,5.78,23.34,1418
da,name,type,desktop,13.89,34.59,835
da,summary,type,desktop,33.29,47.13,835
da,description,type,desktop,17.25,37.78,835
da,package stats,type,desktop,9.34,29.1,835
de,name,,,12.62,33.21,1418
de,summary,,,34.06,47.39,1418
de,description,,,17.42,37.93,1418
de,package stats,,,13.75,34.44,1418
de,name,type,desktop,15.93,36.59,835
de,summary,type,desktop,51.62,49.97,835
de,description,type,desktop,29.46,45.59,835
de,package stats,type,desktop,20.36,40.27,835
de_CH,name,,,0.07,2.65,1418
de_CH,summary,,,0.07,2.65,1418
de_CH,description,,,0,0.0,1418
de_CH,package stats,,,0.07,2.65,1418
de_CH,name,type,desktop,0.12,3.46,835
de_CH,summary,type,desktop,0.12,3.46,835
de_CH,description,type,desktop,0,0.0,835
de_CH,package stats,type,desktop,0.12,3.46,835
de_DE,name,,,0.49,7.01,1418
de_DE,summary,,,0.71,8.37,1418
de_DE,description,,,0.28,5.3,1418
de_DE,package stats,,,0.21,4.59,1418
de_DE,name,type,desktop,0.84,9.12,835
de_DE,summary,type,desktop,1.08,10.33,835
de_DE,description,type,desktop,0.48,6.9,835
de_DE,package stats,type,desktop,0.36,5.98,835
dk,name,,,0.07,2.65,1418
dk,summary,,,0.07,2.65,1418
dk,description,,,0,0.0,1418
dk,package stats,,,0,0.0,1418
dk,name,type,desktop,0.12,3.46,835
dk,summary,type,desktop,0.12,3.46,835
dk,description,type,desktop,0,0.0,835
dk,package stats,type,desktop,0,0.0,835
doi,name,,,0.14,3.75,1418
doi,summary,,,0.21,4.59,1418
doi,description,,,0,0.0,1418
doi,package stats,,,0,0.0,1418
doi,name,type,desktop,0.24,4.89,835
doi,summary,type,desktop,0.36,5.98,835
doi,description,type,desktop,0,0.0,835
doi,package stats,type,desktop,0,0.0,835
dz,name,,,4.72,21.22,1418
dz,summary,,,4.65,21.07,1418
dz,description,,,0,0.0,1418
dz,package stats,,,0.21,4.59,1418
dz,name,type,desktop,7.54,26.41,835
dz,summary,type,desktop,7.78,26.79,835
dz,description,type,desktop,0,0.0,835
dz,package stats,type,desktop,0.36,5.98,835
el,name,,,12.62,33.21,1418
el,summary,,,23.2,42.21,1418
el,description,,,11.07,31.38,1418
el,package stats,,,5.92,23.61,1418
el,name,type,desktop,16.65,37.25,835
el,summary,type,desktop,34.37,47.49,835
el,description,type,desktop,18.8,39.07,835
el,package stats,type,desktop,8.5,27.89,835
el_GR,name,,,0.07,2.65,1418
el_GR,summary,,,0.14,3.75,1418
el_GR,description,,,0.07,2.65,1418
el_GR,package stats,,,0.14,3.75,1418
el_GR,name,type,desktop,0.12,3.46,835
el_GR,summary,type,desktop,0.24,4.89,835
el_GR,description,type,desktop,0.12,3.46,835
el_GR,package stats,type,desktop,0.24,4.89,835
en,name,,,0.14,3.75,1418
en,summary,,,0.63,7.94,1418
en,description,,,0,0.0,1418
en,package stats,,,0.21,4.59,1418
en,name,type,desktop,0.24,4.89,835
en,summary,type,desktop,1.08,10.33,835
en,description,type,desktop,0,0.0,835
en,package stats,type,desktop,0.36,5.98,835
en@shaw,name,,,2.89,16.76,1418
en@shaw,summary,,,3.39,18.08,1418
en@shaw,description,,,0,0.0,1418
en@shaw,package stats,,,0.28,5.3,1418
en@shaw,name,type,desktop,4.31,20.31,835
en@shaw,summary,type,desktop,5.75,23.28,835
en@shaw,description,type,desktop,0,0.0,835
en@shaw,package stats,type,desktop,0.48,6.9,835
en_AU,name,,,0.56,7.49,1418
en_AU,summary,,,1.13,10.56,1418
en_AU,description,,,0.56,7.49,1418
en_AU,package stats,,,1.27,11.19,1418
en_AU,name,type,desktop,0.96,9.74,835
en_AU,summary,type,desktop,1.92,13.71,835
en_AU,description,type,desktop,0.96,9.74,835
en_AU,package stats,type,desktop,2.16,14.52,835
en_CA,name,,,1.9,13.67,1418
en_CA,summary,,,2.47,15.52,1418
en_CA,description,,,0.07,2.65,1418
en_CA,package stats,,,0.42,6.49,1418
en_CA,name,type,desktop,3.23,17.69,835
en_CA,summary,type,desktop,4.07,19.76,835
en_CA,description,type,desktop,0.12,3.46,835
en_CA,package stats,type,desktop,0.72,8.45,835
en_GB,name,,,3.1,17.34,1418
en_GB,summary,,,5.5,22.8,1418
en_GB,description,,,4.23,20.13,1418
en_GB,package stats,,,4.72,21.22,1418
en_GB,name,type,desktop,5.27,22.34,835
en_GB,summary,type,desktop,9.22,28.93,835
en_GB,description,type,desktop,7.19,25.82,835
en_GB,package stats,type,desktop,8.02,27.17,835
en_IE,name,,,0,0.0,1418
en_IE,summary,,,0,0.0,1418
en_IE,description,,,0.07,2.65,1418
en_IE,package stats,,,0,0.0,1418
en_IE,name,type,desktop,0,0.0,835
en_IE,summary,type,desktop,0,0.0,835
en_IE,description,type,desktop,0.12,3.46,835
en_IE,package stats,type,desktop,0,0.0,835
en_US,name,,,0.35,5.93,1418
en_US,summary,,,0.07,2.65,1418
en_US,description,,,0,0.0,1418
en_US,package stats,,,0.28,5.3,1418
en_US,name,type,desktop,0.6,7.72,835
en_US,summary,type,desktop,0.12,3.46,835
en_US,description,type,desktop,0,0.0,835
en_US,package stats,type,desktop,0.48,6.9,835
en_US@piglatin,name,,,0,0.0,1418
en_US@piglatin,summary,,,0.07,2.65,1418
en_US@piglatin,description,,,0,0.0,1418
en_US@piglatin,package stats,,,0,0.0,1418
en_US@piglatin,name,type,desktop,0,0.0,835
en_US@piglatin,summary,type,desktop,0.12,3.46,835
en_US@piglatin,description,type,desktop,0,0.0,835
en_US@piglatin,package stats,type,desktop,0,0.0,835
en_ZA,name,,,0,0.0,1418
en_ZA,summary,,,0.07,2.65,1418
en_ZA,description,,,0,0.0,1418
en_ZA,package stats,,,0.07,2.65,1418
en_ZA,name,type,desktop,0,0.0,835
en_ZA,summary,type,desktop,0.12,3.46,835
en_ZA,description,type,desktop,0,0.0,835
en_ZA,package stats,type,desktop,0.12,3.46,835
eo,name,,,8.6,28.04,1418
eo,summary,,,11.0,31.29,1418
eo,description,,,2.68,16.15,1418
eo,package stats,,,1.55,12.36,1418
eo,name,type,desktop,13.65,34.33,835
eo,summary,type,desktop,17.6,38.09,835
eo,description,type,desktop,4.55,20.84,835
eo,package stats,type,desktop,1.08,10.33,835
es,name,,,13.4,34.06,1418
es,summary,,,31.88,46.6,1418
es,description,,,17.0,37.56,1418
es,package stats,,,9.24,28.96,1418
es,name,type,desktop,16.41,37.03,835
es,summary,type,desktop,47.31,49.93,835
es,description,type,desktop,28.86,45.31,835
es,package stats,type,desktop,15.33,36.03,835
es_419,name,,,0,0.0,1418
es_419,summary,,,0.07,2.65,1418
es_419,description,,,0.07,2.65,1418
es_419,package stats,,,0,0.0,1418
es_419,name,type,desktop,0,0.0,835
es_419,summary,type,desktop,0.12,3.46,835
es_419,description,type,desktop,0.12,3.46,835
es_419,package stats,type,desktop,0,0.0,835
es_AR,name,,,0.21,4.59,1418
es_AR,summary,,,0.28,5.3,1418
es_AR,description,,,0.07,2.65,1418
es_AR,package stats,,,0.07,2.65,1418
es_AR,name,type,desktop,0.36,5.98,835
es_AR,summary,type,desktop,0.36,5.98,835
es_AR,description,type,desktop,0.12,3.46,835
es_AR,package stats,type,desktop,0.12,3.46,835
es_CL,name,,,0,0.0,1418
es_CL,summary,,,0.14,3.75,1418
es_CL,description,,,0,0.0,1418
es_CL,package stats,,,0.07,2.65,1418
es_CL,name,type,desktop,0,0.0,835
es_CL,summary,type,desktop,0.12,3.46,835
es_CL,description,type,desktop,0,0.0,835
es_CL,package stats,type,desktop,0.12,3.46,835
es_CO,name,,,0.07,2.65,1418
es_CO,summary,,,0.21,4.59,1418
es_CO,description,,,0.21,4.59,1418
es_CO,package stats,,,0,0.0,1418
es_CO,name,type,desktop,0.12,3.46,835
es_CO,summary,type,desktop,0.36,5.98,835
es_CO,description,type,desktop,0.36,5.98,835
es_CO,package stats,type,desktop,0,0.0,835
es_ES,name,,,0.28,5.3,1418
es_ES,summary,,,0.42,6.49,1418
es_ES,description,,,0.21,4.59,1418
es_ES,package stats,,,0.35,5.93,1418
es_ES,name,type,desktop,0.48,6.9,835
es_ES,summary,type,desktop,0.72,8.45,835
es_ES,description,type,desktop,0.36,5.98,835
es_ES,package stats,type,desktop,0.6,7.72,835
es_MX,name,,,0.14,3.75,1418
es_MX,summary,,,0.78,8.77,1418
es_MX,description,,,0.21,4.59,1418
es_MX,package stats,,,0.07,2.65,1418
es_MX,name,type,desktop,0.24,4.89,835
es_MX,summary,type,desktop,1.32,11.4,835
es_MX,description,type,desktop,0.36,5.98,835
es_MX,package stats,type,desktop,0.12,3.46,835
es_VE,name,,,0,0.0,1418
es_VE,summary,,,0.07,2.65,1418
es_VE,description,,,0.07,2.65,1418
es_VE,package stats,,,0,0.0,1418
es_VE,name,type,desktop,0,0.0,835
es_VE,summary,type,desktop,0.12,3.46,835
es_VE,description,type,desktop,0.12,3.46,835
es_VE,package stats,type,desktop,0,0.0,835
et,name,,,8.82,28.35,1418
et,summary,,,16.85,37.44,1418
et,description,,,7.76,26.75,1418
et,package stats,,,1.48,12.08,1418
et,name,type,desktop,13.05,33.69,835
et,summary,type,desktop,27.07,44.43,835
et,description,type,desktop,13.17,33.82,835
et,package stats,type,desktop,2.51,15.66,835
et_EE,name,,,0.14,3.75,1418
et_EE,summary,,,0.14,3.75,1418
et_EE,description,,,0,0.0,1418
et_EE,package stats,,,0,0.0,1418
et_EE,name,type,desktop,0.24,4.89,835
et_EE,summary,type,desktop,0.24,4.89,835
et_EE,description,type,desktop,0,0.0,835
et_EE,package stats,type,desktop,0,0.0,835
eu,name,,,9.87,29.83,1418
eu,summary,,,17.35,37.87,1418
eu,description,,,6.06,23.87,1418
eu,package stats,,,3.31,17.9,1418
eu,name,type,desktop,13.29,33.95,835
eu,summary,type,desktop,25.63,43.66,835
eu,description,type,desktop,10.3,30.4,835
eu,package stats,type,desktop,4.19,20.04,835
ex,name,,,0,0.0,1418
ex,summary,,,0.07,2.65,1418
ex,description,,,0,0.0,1418
ex,package stats,,,0,0.0,1418
ex,name,type,desktop,0,0.0,835
ex,summary,type,desktop,0.12,3.46,835
ex,description,type,desktop,0,0.0,835
ex,package stats,type,desktop,0,0.0,835
fa,name,,,8.46,27.83,1418
fa,summary,,,10.51,30.67,1418
fa,description,,,4.02,19.64,1418
fa,package stats,,,0.71,8.37,1418
fa,name,type,desktop,13.41,34.08,835
fa,summary,type,desktop,16.77,37.36,835
fa,description,type,desktop,6.83,25.22,835
fa,package stats,type,desktop,1.2,10.88,835
fa_IR,name,,,0.21,4.59,1418
fa_IR,summary,,,0.07,2.65,1418
fa_IR,description,,,0,0.0,1418
fa_IR,package stats,,,0,0.0,1418
fa_IR,name,type,desktop,0.36,5.98,835
fa_IR,summary,type,desktop,0.12,3.46,835
fa_IR,description,type,desktop,0,0.0,835
fa_IR,package stats,type,desktop,0,0.0,835
ff,name,,,0,0.0,1418
ff,summary,,,0.07,2.65,1418
ff,description,,,0,0.0,1418
ff,package stats,,,0.14,3.75,1418
ff,name,type,desktop,0,0.0,835
ff,summary,type,desktop,0.12,3.46,835
ff,description,type,desktop,0,0.0,835
ff,package stats,type,desktop,0.24,4.89,835
fi,name,,,12.41,32.97,1418
fi,summary,,,24.68,43.12,1418
fi,description,,,13.33,33.99,1418
fi,package stats,,,3.74,18.97,1418
fi,name,type,desktop,17.01,37.57,835
fi,summary,type,desktop,37.37,48.38,835
fi,description,type,desktop,22.63,41.85,835
fi,package stats,type,desktop,6.23,24.17,835
fi_FI,name,,,0.14,3.75,1418
fi_FI,summary,,,0.21,4.59,1418
fi_FI,description,,,0,0.0,1418
fi_FI,package stats,,,0,0.0,1418
fi_FI,name,type,desktop,0.24,4.89,835
fi_FI,summary,type,desktop,0.36,5.98,835
fi_FI,description,type,desktop,0,0.0,835
fi_FI,package stats,type,desktop,0,0.0,835
fil,name,,,0,0.0,1418
fil,summary,,,0.07,2.65,1418
fil,description,,,0,0.0,1418
fil,package stats,,,0,0.0,1418
fil,name,type,desktop,0,0.0,835
fil,summary,type,desktop,0.12,3.46,835
fil,description,type,desktop,0,0.0,835
fil,package stats,type,desktop,0,0.0,835
fo,name,,,0.14,3.75,1418
fo,summary,,,0.35,5.93,1418
fo,description,,,0,0.0,1418
fo,package stats,,,0,0.0,1418
fo,name,type,desktop,0.24,4.89,835
fo,summary,type,desktop,0.6,7.72,835
fo,description,type,desktop,0,0.0,835
fo,package stats,type,desktop,0,0.0,835
fr,name,,,12.34,32.89,1418
fr,summary,,,31.81,46.57,1418
fr,description,,,15.44,36.14,1418
fr,package stats,,,12.83,33.45,1418
fr,name,type,desktop,16.53,37.14,835
fr,summary,type,desktop,48.86,49.99,835
fr,description,type,desktop,25.99,43.86,835
fr,package stats,type,desktop,19.16,39.36,835
fr_CA,name,,,0.28,5.3,1418
fr_CA,summary,,,0.42,6.49,1418
fr_CA,description,,,0.14,3.75,1418
fr_CA,package stats,,,0.07,2.65,1418
fr_CA,name,type,desktop,0.48,6.9,835
fr_CA,summary,type,desktop,0.72,8.45,835
fr_CA,description,type,desktop,0.24,4.89,835
fr_CA,package stats,type,desktop,0.12,3.46,835
fr_FR,name,,,0.14,3.75,1418
fr_FR,summary,,,0.28,5.3,1418
fr_FR,description,,,0.07,2.65,1418
fr_FR,package stats,,,0.14,3.75,1418
fr_FR,name,type,desktop,0.24,4.89,835
fr_FR,summary,type,desktop,0.48,6.9,835
fr_FR,description,type,desktop,0.12,3.46,835
fr_FR,package stats,type,desktop,0.24,4.89,835
frp,name,,,0.07,2.65,1418
frp,summary,,,0.07,2.65,1418
frp,description,,,0,0.0,1418
frp,package stats,,,0,0.0,1418
frp,name,type,desktop,0.12,3.46,835
frp,summary,type,desktop,0.12,3.46,835
frp,description,type,desktop,0,0.0,835
frp,package stats,type,desktop,0,0.0,835
fur,name,,,3.81,19.14,1418
fur,summary,,,5.57,22.94,1418
fur,description,,,4.23,20.13,1418
fur,package stats,,,1.48,12.08,1418
fur,name,type,desktop,5.51,22.82,835
fur,summary,type,desktop,8.38,27.71,835
fur,description,type,desktop,7.19,25.82,835
fur,package stats,type,desktop,2.51,15.66,835
fy,name,,,0.42,6.49,1418
fy,summary,,,0.63,7.94,1418
fy,description,,,0,0.0,1418
fy,package stats,,,0,0.0,1418
fy,name,type,desktop,0.72,8.45,835
fy,summary,type,desktop,1.08,10.33,835
fy,description,type,desktop,0,0.0,835
fy,package stats,type,desktop,0,0.0,835
ga,name,,,5.29,22.38,1418
ga,summary,,,6.28,24.25,1418
ga,description,,,0.49,7.01,1418
ga,package stats,,,0.07,2.65,1418
ga,name,type,desktop,8.02,27.17,835
ga,summary,type,desktop,10.54,30.71,835
ga,description,type,desktop,0.84,9.12,835
ga,package stats,type,desktop,0.12,3.46,835
gd,name,,,2.68,16.15,1418
gd,summary,,,3.67,18.8,1418
gd,description,,,2.54,15.73,1418
gd,package stats,,,0.63,7.94,1418
gd,name,type,desktop,3.59,18.61,835
gd,summary,type,desktop,5.15,22.1,835
gd,description,type,desktop,4.31,20.31,835
gd,package stats,type,desktop,1.08,10.33,835
gl,name,,,10.72,30.94,1418
gl,summary,,,22.36,41.66,1418
gl,description,,,11.57,31.98,1418
gl,package stats,,,4.3,20.29,1418
gl,name,type,desktop,13.89,34.59,835
gl,summary,type,desktop,33.53,47.21,835
gl,description,type,desktop,19.64,39.73,835
gl,package stats,type,desktop,5.75,23.28,835
gu,name,,,7.33,26.07,1418
gu,summary,,,9.03,28.66,1418
gu,description,,,1.62,12.63,1418
