lang,field,filter,filter_value,mean,pstdev,number of packages
bho,package stats,type,desktop,0,0.0,703
bm,name,,,0.09,3.0,1107
bm,summary,,,0.09,3.0,1107
bm,description,,,0,0.0,1107
bm,package stats,,,0,0.0,1107
bm,name,type,desktop,0.14,3.77,703
bm,summary,type,desktop,0.14,3.77,703
bm,description,type,desktop,0,0.0,703
bm,package stats,type,desktop,0,0.0,703
bn,name,,,7.05,25.59,1107
bn,summary,,,8.13,27.33,1107
bn,description,,,0.09,3.0,1107
bn,package stats,,,0.36,6.0,1107
bn,name,type,desktop,10.38,30.51,703
bn,summary,type,desktop,12.8,33.41,703
bn,description,type,desktop,0.14,3.77,703
bn,package stats,type,desktop,0.57,7.52,703
bn_BD,name,,,0.18,4.25,1107
bn_BD,summary,,,0.18,4.25,1107
bn_BD,description,,,0.09,3.0,1107
bn_BD,package stats,,,0,0.0,1107
bn_BD,name,type,desktop,0.28,5.33,703
bn_BD,summary,type,desktop,0.28,5.33,703
bn_BD,description,type,desktop,0.14,3.77,703
bn_BD,package stats,type,desktop,0,0.0,703
bn_IN,name,,,6.32,24.34,1107
bn_IN,summary,,,7.23,25.89,1107
bn_IN,description,,,2.17,14.56,1107
bn_IN,package stats,,,0.36,6.0,1107
bn_IN,name,type,desktop,8.25,27.51,703
bn_IN,summary,type,desktop,10.1,30.13,703
bn_IN,description,type,desktop,3.41,18.16,703
bn_IN,package stats,type,desktop,0.57,7.52,703
bo,name,,,0.18,4.25,1107
bo,summary,,,0.18,4.25,1107
bo,description,,,0,0.0,1107
bo,package stats,,,0,0.0,1107
bo,name,type,desktop,0.28,5.33,703
bo,summary,type,desktop,0.28,5.33,703
bo,description,type,desktop,0,0.0,703
bo,package stats,type,desktop,0,0.0,703
br,name,,,3.61,18.66,1107
br,summary,,,3.88,19.32,1107
br,description,,,0.72,8.47,1107
br,package stats,,,0.09,3.0,1107
br,name,type,desktop,5.12,22.04,703
br,summary,type,desktop,6.12,23.96,703
br,description,type,desktop,1.14,10.61,703
br,package stats,type,desktop,0.14,3.77,703
brx,name,,,0.09,3.0,1107
brx,summary,,,0.18,4.25,1107
brx,description,,,0.09,3.0,1107
brx,package stats,,,0,0.0,1107
brx,name,type,desktop,0.14,3.77,703
brx,summary,type,desktop,0.28,5.33,703
brx,description,type,desktop,0.14,3.77,703
brx,package stats,type,desktop,0,0.0,703
bs,name,,,10.12,30.16,1107
bs,summary,,,18.7,38.99,1107
bs,description,,,11.29,31.65,1107
bs,package stats,,,4.07,19.75,1107
bs,name,type,desktop,12.66,33.25,703
bs,summary,type,desktop,25.89,43.8,703
bs,description,type,desktop,17.78,38.24,703
bs,package stats,type,desktop,4.13,19.89,703
ca,name,,,11.38,31.76,1107
ca,summary,,,26.47,44.12,1107
ca,description,,,14.54,35.25,1107
ca,package stats,,,5.06,21.92,1107
ca,name,type,desktop,16.07,36.73,703
ca,summary,type,desktop,39.83,48.95,703
ca,description,type,desktop,22.9,42.02,703
ca,package stats,type,desktop,7.54,26.4,703
ca@valencia,name,,,7.68,26.62,1107
ca@valencia,summary,,,15.81,36.48,1107
ca@valencia,description,,,5.24,22.28,1107
ca@valencia,package stats,,,0.99,9.92,1107
ca@valencia,name,type,desktop,10.24,30.32,703
ca@valencia,summary,type,desktop,23.61,42.47,703
ca@valencia,description,type,desktop,8.25,27.51,703
ca@valencia,package stats,type,desktop,1.56,12.41,703
ca_ES,name,,,0.09,3.0,1107
ca_ES,summary,,,0.18,4.25,1107
ca_ES,description,,,0,0.0,1107
ca_ES,package stats,,,0.18,4.25,1107
ca_ES,name,type,desktop,0.14,3.77,703
ca_ES,summary,type,desktop,0.28,5.33,703
ca_ES,description,type,desktop,0,0.0,703
ca_ES,package stats,type,desktop,0.28,5.33,703
ca_valencia,name,,,0,0.0,1107
ca_valencia,summary,,,3.79,19.11,1107
ca_valencia,description,,,3.97,19.54,1107
ca_valencia,package stats,,,0,0.0,1107
ca_valencia,name,type,desktop,0,0.0,703
ca_valencia,summary,type,desktop,5.97,23.7,703
ca_valencia,description,type,desktop,6.26,24.22,703
ca_valencia,package stats,type,desktop,0,0.0,703
cgg,name,,,0,0.0,1107
cgg,summary,,,0.09,3.0,1107
cgg,description,,,0,0.0,1107
cgg,package stats,,,0,0.0,1107
cgg,name,type,desktop,0,0.0,703
cgg,summary,type,desktop,0.14,3.77,703
cgg,description,type,desktop,0,0.0,703
cgg,package stats,type,desktop,0,0.0,703
ckb,name,,,0.09,3.0,1107
ckb,summary,,,0.09,3.0,1107
ckb,description,,,0,0.0,1107
ckb,package stats,,,0,0.0,1107
ckb,name,type,desktop,0.14,3.77,703
ckb,summary,type,desktop,0.14,3.77,703
ckb,description,type,desktop,0,0.0,703
ckb,package stats,type,desktop,0,0.0,703
cmn,name,,,0.27,5.2,1107
cmn,summary,,,0.99,9.92,1107
cmn,description,,,0,0.0,1107
cmn,package stats,,,0.18,4.25,1107
cmn,name,type,desktop,0.43,6.52,703
cmn,summary,type,desktop,1.56,12.41,703
cmn,description,type,desktop,0,0.0,703
cmn,package stats,type,desktop,0.28,5.33,703
crh,name,,,1.36,11.56,1107
crh,summary,,,1.72,12.99,1107
crh,description,,,0,0.0,1107
crh,package stats,,,0.18,4.25,1107
crh,name,type,desktop,2.13,14.45,703
crh,summary,type,desktop,2.7,16.22,703
crh,description,type,desktop,0,0.0,703
crh,package stats,type,desktop,0.28,5.33,703
cs,name,,,13.73,34.42,1107
cs,summary,,,30.17,45.9,1107
cs,description,,,13.91,34.61,1107
cs,package stats,,,12.01,32.51,1107
cs,name,type,desktop,18.35,38.71,703
cs,summary,type,desktop,43.81,49.62,703
cs,description,type,desktop,21.91,41.36,703
cs,package stats,type,desktop,14.37,35.08,703
cs_CZ,name,,,0.18,4.25,1107
cs_CZ,summary,,,0.81,8.98,1107
cs_CZ,description,,,0.18,4.25,1107
cs_CZ,package stats,,,0.27,5.2,1107
cs_CZ,name,type,desktop,0.28,5.33,703
cs_CZ,summary,type,desktop,1.14,10.61,703
cs_CZ,description,type,desktop,0.28,5.33,703
cs_CZ,package stats,type,desktop,0.43,6.52,703
csb,name,,,0.54,7.34,1107
csb,summary,,,1.54,12.3,1107
csb,description,,,0,0.0,1107
csb,package stats,,,0,0.0,1107
csb,name,type,desktop,0.85,9.2,703
csb,summary,type,desktop,2.42,15.36,703
csb,description,type,desktop,0,0.0,703
csb,package stats,type,desktop,0,0.0,703
cy,name,,,4.07,19.75,1107
cy,summary,,,4.79,21.35,1107
cy,description,,,0,0.0,1107
cy,package stats,,,0,0.0,1107
cy,name,type,desktop,5.83,23.44,703
cy,summary,type,desktop,7.54,26.4,703
cy,description,type,desktop,0,0.0,703
cy,package stats,type,desktop,0,0.0,703
da,name,,,11.02,31.31,1107
da,summary,,,24.21,42.84,1107
da,description,,,9.85,29.79,1107
da,package stats,,,7.59,26.48,1107
da,name,type,desktop,15.08,35.78,703
da,summary,type,desktop,35.85,47.95,703
da,description,type,desktop,15.5,36.2,703
da,package stats,type,desktop,8.53,27.94,703
de,name,,,13.91,34.61,1107
de,summary,,,37.04,48.29,1107
de,description,,,17.71,38.17,1107
de,package stats,,,13.28,33.93,1107
de,name,type,desktop,18.78,39.05,703
de,summary,type,desktop,54.62,49.79,703
de,description,type,desktop,27.88,44.84,703
de,package stats,type,desktop,17.35,37.87,703
de_CH,name,,,0.18,4.25,1107
de_CH,summary,,,0.18,4.25,1107
de_CH,description,,,0,0.0,1107
de_CH,package stats,,,0.18,4.25,1107
de_CH,name,type,desktop,0.28,5.33,703
de_CH,summary,type,desktop,0.28,5.33,703
de_CH,description,type,desktop,0,0.0,703
de_CH,package stats,type,desktop,0.28,5.33,703
de_DE,name,,,0.45,6.71,1107
de_DE,summary,,,0.63,7.93,1107
de_DE,description,,,0.27,5.2,1107
de_DE,package stats,,,0.45,6.71,1107
de_DE,name,type,desktop,0.71,8.4,703
de_DE,summary,type,desktop,0.85,9.2,703
de_DE,description,type,desktop,0.43,6.52,703
de_DE,package stats,type,desktop,0.57,7.52,703
dk,name,,,0.09,3.0,1107
dk,summary,,,0.09,3.0,1107
dk,description,,,0,0.0,1107
dk,package stats,,,0,0.0,1107
dk,name,type,desktop,0.14,3.77,703
dk,summary,type,desktop,0.14,3.77,703
dk,description,type,desktop,0,0.0,703
dk,package stats,type,desktop,0,0.0,703
doi,name,,,0.09,3.0,1107
doi,summary,,,0.18,4.25,1107
doi,description,,,0,0.0,1107
doi,package stats,,,0,0.0,1107
doi,name,type,desktop,0.14,3.77,703
doi,summary,type,desktop,0.28,5.33,703
doi,description,type,desktop,0,0.0,703
doi,package stats,type,desktop,0,0.0,703
dz,name,,,5.6,22.99,1107
dz,summary,,,5.51,22.82,1107
dz,description,,,0,0.0,1107
dz,package stats,,,0.27,5.2,1107
dz,name,type,desktop,8.25,27.51,703
dz,summary,type,desktop,8.68,28.15,703
dz,description,type,desktop,0,0.0,703
dz,package stats,type,desktop,0.43,6.52,703
el,name,,,14.18,34.89,1107
el,summary,,,25.38,43.52,1107
el,description,,,10.75,30.97,1107
el,package stats,,,7.5,26.34,1107
el,name,type,desktop,19.2,39.39,703
el,summary,type,desktop,36.27,48.08,703
el,description,type,desktop,16.93,37.5,703
el,package stats,type,desktop,9.39,29.17,703
el_GR,name,,,0.18,4.25,1107
el_GR,summary,,,0.18,4.25,1107
el_GR,description,,,0,0.0,1107
el_GR,package stats,,,0.18,4.25,1107
el_GR,name,type,desktop,0.28,5.33,703
el_GR,summary,type,desktop,0.28,5.33,703
el_GR,description,type,desktop,0,0.0,703
el_GR,package stats,type,desktop,0.28,5.33,703
en,name,,,0.27,5.2,1107
en,summary,,,0.54,7.34,1107
en,description,,,0,0.0,1107
en,package stats,,,0.09,3.0,1107
en,name,type,desktop,0.43,6.52,703
en,summary,type,desktop,0.85,9.2,703
en,description,type,desktop,0,0.0,703
en,package stats,type,desktop,0.14,3.77,703
en@shaw,name,,,3.7,18.89,1107
en@shaw,summary,,,4.88,21.54,1107
en@shaw,description,,,0,0.0,1107
en@shaw,package stats,,,0.45,6.71,1107
en@shaw,name,type,desktop,5.12,22.04,703
en@shaw,summary,type,desktop,7.68,26.63,703
en@shaw,description,type,desktop,0,0.0,703
en@shaw,package stats,type,desktop,0.71,8.4,703
en_AU,name,,,0.63,7.93,1107
en_AU,summary,,,1.54,12.3,1107
en_AU,description,,,0.63,7.93,1107
en_AU,package stats,,,1.36,11.56,1107
en_AU,name,type,desktop,1.0,9.93,703
en_AU,summary,type,desktop,2.42,15.36,703
en_AU,description,type,desktop,1.0,9.93,703
en_AU,package stats,type,desktop,2.13,14.45,703
en_CA,name,,,2.08,14.26,1107
en_CA,summary,,,2.71,16.24,1107
en_CA,description,,,0.09,3.0,1107
en_CA,package stats,,,0.27,5.2,1107
en_CA,name,type,desktop,3.27,17.79,703
en_CA,summary,type,desktop,4.27,20.21,703
en_CA,description,type,desktop,0.14,3.77,703
en_CA,package stats,type,desktop,0.43,6.52,703
en_GB,name,,,3.88,19.32,1107
en_GB,summary,,,7.59,26.48,1107
en_GB,description,,,3.52,18.44,1107
en_GB,package stats,,,6.14,24.01,1107
en_GB,name,type,desktop,6.12,23.96,703
en_GB,summary,type,desktop,11.95,32.44,703
en_GB,description,type,desktop,5.55,22.89,703
en_GB,package stats,type,desktop,6.83,25.22,703
en_US,name,,,0.36,6.0,1107
en_US,summary,,,0.27,5.2,1107
en_US,description,,,0,0.0,1107
en_US,package stats,,,0.54,7.34,1107
en_US,name,type,desktop,0.57,7.52,703
en_US,summary,type,desktop,0.43,6.52,703
en_US,description,type,desktop,0,0.0,703
en_US,package stats,type,desktop,0.85,9.2,703
en_US@piglatin,name,,,0,0.0,1107
en_US@piglatin,summary,,,0.09,3.0,1107
en_US@piglatin,description,,,0,0.0,1107
en_US@piglatin,package stats,,,0,0.0,1107
en_US@piglatin,name,type,desktop,0,0.0,703
en_US@piglatin,summary,type,desktop,0.14,3.77,703
en_US@piglatin,description,type,desktop,0,0.0,703
en_US@piglatin,package stats,type,desktop,0,0.0,703
en_ZA,name,,,0,0.0,1107
en_ZA,summary,,,0.09,3.0,1107
en_ZA,description,,,0,0.0,1107
en_ZA,package stats,,,0,0.0,1107
en_ZA,name,type,desktop,0,0.0,703
en_ZA,summary,type,desktop,0.14,3.77,703
en_ZA,description,type,desktop,0,0.0,703
en_ZA,package stats,type,desktop,0,0.0,703
eo,name,,,10.21,30.28,1107
eo,summary,,,13.37,34.03,1107
eo,description,,,2.8,16.5,1107
eo,package stats,,,2.08,14.26,1107
eo,name,type,desktop,15.08,35.78,703
eo,summary,type,desktop,19.91,39.94,703
eo,description,type,desktop,4.41,20.53,703
eo,package stats,type,desktop,1.56,12.41,703
es,name,,,14.27,34.98,1107
es,summary,,,33.6,47.24,1107
es,description,,,17.43,37.94,1107
es,package stats,,,13.01,33.64,1107
es,name,type,desktop,18.92,39.17,703
es,summary,type,desktop,49.08,49.99,703
es,description,type,desktop,27.45,44.63,703
es,package stats,type,desktop,17.5,37.99,703
es_CL,name,,,0,0.0,1107
es_CL,summary,,,0.09,3.0,1107
es_CL,description,,,0,0.0,1107
es_CL,package stats,,,0,0.0,1107
es_CL,name,type,desktop,0,0.0,703
es_CL,summary,type,desktop,0,0.0,703
es_CL,description,type,desktop,0,0.0,703
es_CL,package stats,type,desktop,0,0.0,703
es_CO,name,,,0,0.0,1107
es_CO,summary,,,0.09,3.0,1107
es_CO,description,,,0.09,3.0,1107
es_CO,package stats,,,0,0.0,1107
es_CO,name,type,desktop,0,0.0,703
es_CO,summary,type,desktop,0.14,3.77,703
es_CO,description,type,desktop,0.14,3.77,703
es_CO,package stats,type,desktop,0,0.0,703
es_ES,name,,,0.36,6.0,1107
es_ES,summary,,,0.54,7.34,1107
es_ES,description,,,0.18,4.25,1107
es_ES,package stats,,,0.45,6.71,1107
es_ES,name,type,desktop,0.57,7.52,703
es_ES,summary,type,desktop,0.85,9.2,703
es_ES,description,type,desktop,0.28,5.33,703
es_ES,package stats,type,desktop,0.71,8.4,703
es_MX,name,,,0,0.0,1107
es_MX,summary,,,0.72,8.47,1107
es_MX,description,,,0.27,5.2,1107
es_MX,package stats,,,0.36,6.0,1107
es_MX,name,type,desktop,0,0.0,703
es_MX,summary,type,desktop,1.14,10.61,703
es_MX,description,type,desktop,0.43,6.52,703
es_MX,package stats,type,desktop,0.14,3.77,703
es_VE,name,,,0,0.0,1107
es_VE,summary,,,0.09,3.0,1107
es_VE,description,,,0.09,3.0,1107
es_VE,package stats,,,0.09,3.0,1107
es_VE,name,type,desktop,0,0.0,703
es_VE,summary,type,desktop,0.14,3.77,703
es_VE,description,type,desktop,0.14,3.77,703
es_VE,package stats,type,desktop,0.14,3.77,703
et,name,,,9.3,29.05,1107
et,summary,,,18.25,38.62,1107
et,description,,,7.5,26.34,1107
et,package stats,,,1.81,13.32,1107
et,name,type,desktop,13.66,34.34,703
et,summary,type,desktop,28.59,45.19,703
et,description,type,desktop,11.81,32.27,703
et,package stats,type,desktop,2.7,16.22,703
et_EE,name,,,0,0.0,1107
et_EE,summary,,,0,0.0,1107
et_EE,description,,,0,0.0,1107
et_EE,package stats,,,0,0.0,1107
et_EE,name,type,desktop,0,0.0,703
et_EE,summary,type,desktop,0,0.0,703
et_EE,description,type,desktop,0,0.0,703
et_EE,package stats,type,desktop,0,0.0,703
eu,name,,,11.47,31.87,1107
eu,summary,,,20.05,40.04,1107
eu,description,,,6.87,25.29,1107
eu,package stats,,,3.79,19.11,1107
eu,name,type,desktop,15.36,36.06,703
eu,summary,type,desktop,29.02,45.38,703
eu,description,type,desktop,10.81,31.05,703
eu,package stats,type,desktop,3.98,19.56,703
ex,name,,,0,0.0,1107
ex,summary,,,0.09,3.0,1107
ex,description,,,0,0.0,1107
ex,package stats,,,0,0.0,1107
ex,name,type,desktop,0,0.0,703
ex,summary,type,desktop,0.14,3.77,703
ex,description,type,desktop,0,0.0,703
ex,package stats,type,desktop,0,0.0,703
fa,name,,,9.03,28.67,1107
fa,summary,,,12.2,32.72,1107
fa,description,,,3.43,18.21,1107
fa,package stats,,,0.99,9.92,1107
fa,name,type,desktop,13.23,33.88,703
fa,summary,type,desktop,18.21,38.59,703
fa,description,type,desktop,5.41,22.61,703
fa,package stats,type,desktop,1.56,12.41,703
fa_IR,name,,,0.18,4.25,1107
fa_IR,summary,,,0.09,3.0,1107
fa_IR,description,,,0,0.0,1107
fa_IR,package stats,,,0,0.0,1107
fa_IR,name,type,desktop,0.28,5.33,703
fa_IR,summary,type,desktop,0.14,3.77,703
fa_IR,description,type,desktop,0,0.0,703
fa_IR,package stats,type,desktop,0,0.0,703
ff,name,,,0,0.0,1107
ff,summary,,,0.09,3.0,1107
ff,description,,,0,0.0,1107
ff,package stats,,,0.09,3.0,1107
ff,name,type,desktop,0,0.0,703
ff,summary,type,desktop,0.14,3.77,703
ff,description,type,desktop,0,0.0,703
ff,package stats,type,desktop,0.14,3.77,703
fi,name,,,13.1,33.74,1107
fi,summary,,,26.11,43.92,1107
fi,description,,,12.74,33.34,1107
fi,package stats,,,3.52,18.44,1107
fi,name,type,desktop,18.63,38.94,703
fi,summary,type,desktop,39.54,48.89,703
fi,description,type,desktop,20.06,40.04,703
fi,package stats,type,desktop,5.55,22.89,703
fi_FI,name,,,0,0.0,1107
fi_FI,summary,,,0.09,3.0,1107
fi_FI,description,,,0,0.0,1107
fi_FI,package stats,,,0,0.0,1107
fi_FI,name,type,desktop,0,0.0,703
fi_FI,summary,type,desktop,0.14,3.77,703
fi_FI,description,type,desktop,0,0.0,703
fi_FI,package stats,type,desktop,0,0.0,703
fil,name,,,0,0.0,1107
fil,summary,,,0.09,3.0,1107
fil,description,,,0,0.0,1107
fil,package stats,,,0.09,3.0,1107
fil,name,type,desktop,0,0.0,703
fil,summary,type,desktop,0.14,3.77,703
fil,description,type,desktop,0,0.0,703
fil,package stats,type,desktop,0.14,3.77,703
fo,name,,,0.27,5.2,1107
fo,summary,,,0.45,6.71,1107
fo,description,,,0,0.0,1107
fo,package stats,,,0,0.0,1107
fo,name,type,desktop,0.43,6.52,703
fo,summary,type,desktop,0.71,8.4,703
fo,description,type,desktop,0,0.0,703
fo,package stats,type,desktop,0,0.0,703
fr,name,,,14.0,34.7,1107
fr,summary,,,35.41,47.82,1107
fr,description,,,14.91,35.61,1107
fr,package stats,,,13.55,34.23,1107
fr,name,type,desktop,19.2,39.39,703
fr,summary,type,desktop,51.78,49.97,703
fr,description,type,desktop,23.47,42.38,703
fr,package stats,type,desktop,18.49,38.82,703
fr_CA,name,,,0.27,5.2,1107
fr_CA,summary,,,0.27,5.2,1107
fr_CA,description,,,0.18,4.25,1107
fr_CA,package stats,,,0.09,3.0,1107
fr_CA,name,type,desktop,0.43,6.52,703
fr_CA,summary,type,desktop,0.43,6.52,703
fr_CA,description,type,desktop,0.28,5.33,703
fr_CA,package stats,type,desktop,0.14,3.77,703
fr_FR,name,,,0.27,5.2,1107
fr_FR,summary,,,0.27,5.2,1107
fr_FR,description,,,0,0.0,1107
fr_FR,package stats,,,0.18,4.25,1107
fr_FR,name,type,desktop,0.43,6.52,703
fr_FR,summary,type,desktop,0.43,6.52,703
fr_FR,description,type,desktop,0,0.0,703
fr_FR,package stats,type,desktop,0.28,5.33,703
frp,name,,,0.09,3.0,1107
frp,summary,,,0.09,3.0,1107
frp,description,,,0,0.0,1107
frp,package stats,,,0,0.0,1107
frp,name,type,desktop,0.14,3.77,703
frp,summary,type,desktop,0.14,3.77,703
frp,description,type,desktop,0,0.0,703
frp,package stats,type,desktop,0,0.0,703
fur,name,,,3.79,19.11,1107
fur,summary,,,4.88,21.54,1107
fur,description,,,3.61,18.66,1107
fur,package stats,,,0.72,8.47,1107
fur,name,type,desktop,4.98,21.75,703
fur,summary,type,desktop,6.69,24.98,703
fur,description,type,desktop,5.69,23.16,703
fur,package stats,type,desktop,1.14,10.61,703
fy,name,,,0.54,7.34,1107
fy,summary,,,0.63,7.93,1107
fy,description,,,0,0.0,1107
fy,package stats,,,0,0.0,1107
fy,name,type,desktop,0.85,9.2,703
fy,summary,type,desktop,1.0,9.93,703
fy,description,type,desktop,0,0.0,703
fy,package stats,type,desktop,0,0.0,703
ga,name,,,6.23,24.18,1107
ga,summary,,,7.59,26.48,1107
ga,description,,,0.36,6.0,1107
ga,package stats,,,0,0.0,1107
ga,name,type,desktop,8.82,28.36,703
ga,summary,type,desktop,11.95,32.44,703
ga,description,type,desktop,0.57,7.52,703
ga,package stats,type,desktop,0,0.0,703
gd,name,,,2.8,16.5,1107
gd,summary,,,3.88,19.32,1107
gd,description,,,2.44,15.43,1107
gd,package stats,,,0.36,6.0,1107
gd,name,type,desktop,3.56,18.52,703
gd,summary,type,desktop,5.12,22.04,703
gd,description,type,desktop,3.84,19.22,703
gd,package stats,type,desktop,0.57,7.52,703
gl,name,,,11.38,31.76,1107
gl,summary,,,24.03,42.73,1107
gl,description,,,11.2,31.54,1107
gl,package stats,,,6.14,24.01,1107
gl,name,type,desktop,15.79,36.46,703
gl,summary,type,desktop,35.85,47.95,703
gl,description,type,desktop,17.64,38.11,703
gl,package stats,type,desktop,7.25,25.94,703
gl_ES,name,,,0,0.0,1107
gl_ES,summary,,,0.18,4.25,1107
gl_ES,description,,,0,0.0,1107
gl_ES,package stats,,,0,0.0,1107
gl_ES,name,type,desktop,0,0.0,703
gl_ES,summary,type,desktop,0.28,5.33,703
gl_ES,description,type,desktop,0,0.0,703
gl_ES,package stats,type,desktop,0,0.0,703
gu,name,,,8.13,27.33,1107
gu,summary,,,10.66,30.86,1107
gu,description,,,1.81,13.32,1107
gu,package stats,,,1.9,13.64,1107
gu,name,type,desktop,10.95,31.23,703
gu,summary,type,desktop,15.36,36.06,703
gu,description,type,desktop,2.84,16.63,703
gu,package stats,type,desktop,2.99,17.02,703
gv,name,,,0.18,4.25,1107
gv,summary,,,0.09,3.0,1107
gv,description,,,0,0.0,1107
gv,package stats,,,0,0.0,1107
gv,name,type,desktop,0.28,5.33,703
gv,summary,type,desktop,0.14,3.77,703
gv,description,type,desktop,0,0.0,703
gv,package stats,type,desktop,0,0.0,703
he,name,,,12.29,32.83,1107
he,summary,,,18.25,38.62,1107
he,description,,,5.87,23.51,1107
he,package stats,,,3.7,18.89,1107
he,name,type,desktop,16.64,37.25,703
he,summary,type,desktop,25.89,43.8,703
he,description,type,desktop,9.25,28.97,703
he,package stats,type,desktop,4.13,19.89,703
hi,name,,,10.93,31.2,1107
hi,summary,,,10.93,31.2,1107
hi,description,,,2.08,14.26,1107
hi,package stats,,,0.45,6.71,1107
hi,name,type,desktop,15.93,36.6,703
hi,summary,type,desktop,15.93,36.6,703
hi,description,type,desktop,3.27,17.79,703
hi,package stats,type,desktop,0.71,8.4,703
hi_IN,name,,,0,0.0,1107
hi_IN,summary,,,0.09,3.0,1107
hi_IN,description,,,0,0.0,1107
hi_IN,package stats,,,0,0.0,1107
hi_IN,name,type,desktop,0,0.0,703
hi_IN,summary,type,desktop,0.14,3.77,703
hi_IN,description,type,desktop,0,0.0,703
hi_IN,package stats,type,desktop,0,0.0,703
hne,name,,,4.34,20.37,1107
hne,summary,,,2.71,16.24,1107
hne,description,,,0,0.0,1107
hne,package stats,,,0,0.0,1107
hne,name,type,desktop,6.83,25.22,703
hne,summary,type,desktop,4.27,20.21,703
hne,description,type,desktop,0,0.0,703
hne,package stats,type,desktop,0,0.0,703
hr,name,,,4.79,21.35,1107
hr,summary,,,8.4,27.74,1107
hr,description,,,0.54,7.34,1107
hr,package stats,,,0.63,7.93,1107
hr,name,type,desktop,7.54,26.4,703
hr,summary,type,desktop,13.23,33.88,703
hr,description,type,desktop,0.85,9.2,703
