lang,field,filter,filter_value,mean,pstdev,number of packages
bm,description,type,desktop,0,0.0,920
bm,package stats,type,desktop,0,0.0,920
bn,name,,,6.53,24.71,1668
bn,summary,,,5.94,23.63,1668
bn,description,,,0.12,3.46,1668
bn,package stats,,,0.24,4.89,1668
bn,name,type,desktop,9.35,29.11,920
bn,summary,type,desktop,10.43,30.57,920
bn,description,type,desktop,0.22,4.66,920
bn,package stats,type,desktop,0.43,6.58,920
bn_BD,name,,,0.12,3.46,1668
bn_BD,summary,,,0.12,3.46,1668
bn_BD,description,,,0.06,2.45,1668
bn_BD,package stats,,,0.06,2.45,1668
bn_BD,name,type,desktop,0.22,4.66,920
bn_BD,summary,type,desktop,0.22,4.66,920
bn_BD,description,type,desktop,0.11,3.3,920
bn_BD,package stats,type,desktop,0.11,3.3,920
bn_IN,name,,,5.28,22.35,1668
bn_IN,summary,,,4.98,21.74,1668
bn_IN,description,,,1.38,11.66,1668
bn_IN,package stats,,,0.18,4.24,1668
bn_IN,name,type,desktop,6.3,24.3,920
bn_IN,summary,type,desktop,7.72,26.69,920
bn_IN,description,type,desktop,2.5,15.61,920
bn_IN,package stats,type,desktop,0.33,5.7,920
bo,name,,,0.06,2.45,1668
bo,summary,,,0.12,3.46,1668
bo,description,,,0,0.0,1668
bo,package stats,,,0,0.0,1668
bo,name,type,desktop,0.11,3.3,920
bo,summary,type,desktop,0.22,4.66,920
bo,description,type,desktop,0,0.0,920
bo,package stats,type,desktop,0,0.0,920
br,name,,,2.88,16.72,1668
br,summary,,,2.82,16.55,1668
br,description,,,0.6,7.72,1668
br,package stats,,,0.24,4.89,1668
br,name,type,desktop,4.13,19.9,920
br,summary,type,desktop,5.0,21.79,920
br,description,type,desktop,1.09,10.37,920
br,package stats,type,desktop,0.43,6.58,920
brx,name,,,0.18,4.24,1668
brx,summary,,,0.18,4.24,1668
brx,description,,,0.06,2.45,1668
brx,package stats,,,0.06,2.45,1668
brx,name,type,desktop,0.33,5.7,920
brx,summary,type,desktop,0.22,4.66,920
brx,description,type,desktop,0,0.0,920
brx,package stats,type,desktop,0.11,3.3,920
bs,name,,,11.63,32.06,1668
bs,summary,,,17.21,37.74,1668
bs,description,,,8.93,28.52,1668
bs,package stats,,,2.28,14.92,1668
bs,name,type,desktop,11.3,31.66,920
bs,summary,type,desktop,21.52,41.1,920
bs,description,type,desktop,16.2,36.84,920
bs,package stats,type,desktop,2.83,16.57,920
ca,name,,,15.89,36.56,1668
ca,summary,,,30.94,46.22,1668
ca,description,,,16.01,36.67,1668
ca,package stats,,,13.07,33.71,1668
ca,name,type,desktop,13.91,34.61,920
ca,summary,type,desktop,39.02,48.78,920
ca,description,type,desktop,28.48,45.13,920
ca,package stats,type,desktop,22.07,41.47,920
ca-valencia,name,,,1.38,11.66,1668
ca-valencia,summary,,,8.93,28.52,1668
ca-valencia,description,,,7.79,26.81,1668
ca-valencia,package stats,,,0,0.0,1668
ca-valencia,name,type,desktop,1.09,10.37,920
ca-valencia,summary,type,desktop,13.37,34.03,920
ca-valencia,description,type,desktop,13.91,34.61,920
ca-valencia,package stats,type,desktop,0,0.0,920
ca@valencia,name,,,11.75,32.2,1668
ca@valencia,summary,,,18.05,38.46,1668
ca@valencia,description,,,4.86,21.49,1668
ca@valencia,package stats,,,8.99,28.61,1668
ca@valencia,name,type,desktop,9.78,29.71,920
ca@valencia,summary,type,desktop,20.98,40.72,920
ca@valencia,description,type,desktop,8.8,28.34,920
ca@valencia,package stats,type,desktop,15.0,35.71,920
ca_ES,name,,,0.06,2.45,1668
ca_ES,summary,,,0.12,3.46,1668
ca_ES,description,,,0,0.0,1668
ca_ES,package stats,,,0,0.0,1668
ca_ES,name,type,desktop,0.11,3.3,920
ca_ES,summary,type,desktop,0.22,4.66,920
ca_ES,description,type,desktop,0,0.0,920
ca_ES,package stats,type,desktop,0,0.0,920
cgg,name,,,0,0.0,1668
cgg,summary,,,0.06,2.45,1668
cgg,description,,,0,0.0,1668
cgg,package stats,,,0,0.0,1668
cgg,name,type,desktop,0,0.0,920
cgg,summary,type,desktop,0.11,3.3,920
cgg,description,type,desktop,0,0.0,920
cgg,package stats,type,desktop,0,0.0,920
ckb,name,,,0.3,5.47,1668
ckb,summary,,,0.3,5.47,1668
ckb,description,,,0,0.0,1668
ckb,package stats,,,0,0.0,1668
ckb,name,type,desktop,0.54,7.35,920
ckb,summary,type,desktop,0.54,7.35,920
ckb,description,type,desktop,0,0.0,920
ckb,package stats,type,desktop,0,0.0,920
cmn,name,,,0.36,5.99,1668
cmn,summary,,,0.78,8.79,1668
cmn,description,,,0,0.0,1668
cmn,package stats,,,0.06,2.45,1668
cmn,name,type,desktop,0.65,8.05,920
cmn,summary,type,desktop,1.41,11.8,920
cmn,description,type,desktop,0,0.0,920
cmn,package stats,type,desktop,0.11,3.3,920
crh,name,,,0.9,9.44,1668
crh,summary,,,1.2,10.88,1668
crh,description,,,0,0.0,1668
crh,package stats,,,0.12,3.46,1668
crh,name,type,desktop,1.52,12.24,920
crh,summary,type,desktop,2.17,14.58,920
crh,description,type,desktop,0,0.0,920
crh,package stats,type,desktop,0.22,4.66,920
cs,name,,,17.51,38.0,1668
cs,summary,,,32.25,46.74,1668
cs,description,,,13.55,34.22,1668
cs,package stats,,,11.45,31.84,1668
cs,name,type,desktop,15.22,35.92,920
cs,summary,type,desktop,41.2,49.22,920
cs,description,type,desktop,24.35,42.92,920
cs,package stats,type,desktop,18.48,38.81,920
cs-CZ,name,,,0,0.0,1668
cs-CZ,summary,,,0.06,2.45,1668
cs-CZ,description,,,0,0.0,1668
cs-CZ,package stats,,,0,0.0,1668
cs-CZ,name,type,desktop,0,0.0,920
cs-CZ,summary,type,desktop,0,0.0,920
cs-CZ,description,type,desktop,0,0.0,920
cs-CZ,package stats,type,desktop,0,0.0,920
cs_CZ,name,,,0.24,4.89,1668
cs_CZ,summary,,,0.54,7.33,1668
cs_CZ,description,,,0.18,4.24,1668
cs_CZ,package stats,,,0.06,2.45,1668
cs_CZ,name,type,desktop,0.43,6.58,920
cs_CZ,summary,type,desktop,0.98,9.84,920
cs_CZ,description,type,desktop,0.33,5.7,920
cs_CZ,package stats,type,desktop,0.11,3.3,920
csb,name,,,1.44,11.91,1668
csb,summary,,,1.56,12.39,1668
csb,description,,,0,0.0,1668
csb,package stats,,,0,0.0,1668
csb,name,type,desktop,0.54,7.35,920
csb,summary,type,desktop,1.85,13.47,920
csb,description,type,desktop,0,0.0,920
csb,package stats,type,desktop,0,0.0,920
cv,name,,,0,0.0,1668
cv,summary,,,0.06,2.45,1668
cv,description,,,0.06,2.45,1668
cv,package stats,,,0,0.0,1668
cv,name,type,desktop,0,0.0,920
cv,summary,type,desktop,0.11,3.3,920
cv,description,type,desktop,0.11,3.3,920
cv,package stats,type,desktop,0,0.0,920
cy,name,,,3.36,18.01,1668
cy,summary,,,3.48,18.32,1668
cy,description,,,0.12,3.46,1668
cy,package stats,,,0.12,3.46,1668
cy,name,type,desktop,5.22,22.24,920
cy,summary,type,desktop,6.2,24.11,920
cy,description,type,desktop,0.22,4.66,920
cy,package stats,type,desktop,0.22,4.66,920
cz,name,,,0,0.0,1668
cz,summary,,,0.12,3.46,1668
cz,description,,,0,0.0,1668
cz,package stats,,,0,0.0,1668
cz,name,type,desktop,0,0.0,920
cz,summary,type,desktop,0.22,4.66,920
cz,description,type,desktop,0,0.0,920
cz,package stats,type,desktop,0,0.0,920
da,name,,,15.05,35.75,1668
da,summary,,,27.04,44.42,1668
da,description,,,11.21,31.55,1668
da,package stats,,,10.25,30.33,1668
da,name,type,desktop,12.61,33.19,920
da,summary,type,desktop,33.04,47.04,920
da,description,type,desktop,20.22,40.16,920
da,package stats,type,desktop,16.85,37.43,920
de,name,,,16.85,37.43,1668
de,summary,,,39.03,48.78,1668
de,description,,,18.59,38.9,1668
de,package stats,,,18.05,38.46,1668
de,name,type,desktop,14.67,35.38,920
de,summary,type,desktop,51.74,49.97,920
de,description,type,desktop,33.04,47.04,920
de,package stats,type,desktop,29.67,45.68,920
DE,name,,,0,0.0,1668
DE,summary,,,0.06,2.45,1668
DE,description,,,0,0.0,1668
DE,package stats,,,0,0.0,1668
DE,name,type,desktop,0,0.0,920
DE,summary,type,desktop,0.11,3.3,920
DE,description,type,desktop,0,0.0,920
DE,package stats,type,desktop,0,0.0,920
de-DE,name,,,0,0.0,1668
de-DE,summary,,,0.06,2.45,1668
de-DE,description,,,0,0.0,1668
de-DE,package stats,,,0,0.0,1668
de-DE,name,type,desktop,0,0.0,920
de-DE,summary,type,desktop,0,0.0,920
de-DE,description,type,desktop,0,0.0,920
de-DE,package stats,type,desktop,0,0.0,920
de_CH,name,,,0.06,2.45,1668
de_CH,summary,,,0.06,2.45,1668
de_CH,description,,,0,0.0,1668
de_CH,package stats,,,0.12,3.46,1668
de_CH,name,type,desktop,0.11,3.3,920
de_CH,summary,type,desktop,0.11,3.3,920
de_CH,description,type,desktop,0,0.0,920
de_CH,package stats,type,desktop,0.11,3.3,920
de_DE,name,,,0.42,6.46,1668
de_DE,summary,,,0.54,7.33,1668
de_DE,description,,,0.24,4.89,1668
de_DE,package stats,,,0.12,3.46,1668
de_DE,name,type,desktop,0.76,8.69,920
de_DE,summary,type,desktop,0.98,9.84,920
de_DE,description,type,desktop,0.43,6.58,920
de_DE,package stats,type,desktop,0.22,4.66,920
dk,name,,,0.06,2.45,1668
dk,summary,,,0.06,2.45,1668
dk,description,,,0,0.0,1668
dk,package stats,,,0,0.0,1668
dk,name,type,desktop,0.11,3.3,920
dk,summary,type,desktop,0.11,3.3,920
dk,description,type,desktop,0,0.0,920
dk,package stats,type,desktop,0,0.0,920
doi,name,,,0.12,3.46,1668
doi,summary,,,0.18,4.24,1668
doi,description,,,0,0.0,1668
doi,package stats,,,0,0.0,1668
doi,name,type,desktop,0.22,4.66,920
doi,summary,type,desktop,0.22,4.66,920
doi,description,type,desktop,0,0.0,920
doi,package stats,type,desktop,0,0.0,920
dz,name,,,4.02,19.64,1668
dz,summary,,,3.84,19.21,1668
dz,description,,,0,0.0,1668
dz,package stats,,,0.12,3.46,1668
dz,name,type,desktop,6.74,25.07,920
dz,summary,type,desktop,6.74,25.07,920
dz,description,type,desktop,0,0.0,920
dz,package stats,type,desktop,0.22,4.66,920
el,name,,,16.07,36.72,1668
el,summary,,,27.16,44.48,1668
el,description,,,11.51,31.92,1668
el,package stats,,,6.77,25.13,1668
el,name,type,desktop,14.78,35.49,920
el,summary,type,desktop,33.91,47.34,920
el,description,type,desktop,20.87,40.64,920
el,package stats,type,desktop,10.76,30.99,920
el_GR,name,,,0.06,2.45,1668
el_GR,summary,,,0.12,3.46,1668
el_GR,description,,,0.06,2.45,1668
el_GR,package stats,,,0,0.0,1668
el_GR,name,type,desktop,0.11,3.3,920
el_GR,summary,type,desktop,0.22,4.66,920
el_GR,description,type,desktop,0.11,3.3,920
el_GR,package stats,type,desktop,0,0.0,920
EN,name,,,0,0.0,1668
EN,summary,,,0.06,2.45,1668
EN,description,,,0,0.0,1668
EN,package stats,,,0,0.0,1668
EN,name,type,desktop,0,0.0,920
EN,summary,type,desktop,0.11,3.3,920
EN,description,type,desktop,0,0.0,920
EN,package stats,type,desktop,0,0.0,920
en,name,,,0.18,4.24,1668
en,summary,,,0.54,7.33,1668
en,description,,,0,0.0,1668
en,package stats,,,0.24,4.89,1668
en,name,type,desktop,0.33,5.7,920
en,summary,type,desktop,0.98,9.84,920
en,description,type,desktop,0,0.0,920
en,package stats,type,desktop,0.43,6.58,920
en-GB,name,,,0,0.0,1668
en-GB,summary,,,0.24,4.89,1668
en-GB,description,,,2.76,16.38,1668
en-GB,package stats,,,0,0.0,1668
en-GB,name,type,desktop,0,0.0,920
en-GB,summary,type,desktop,0.43,6.58,920
en-GB,description,type,desktop,5.0,21.79,920
en-GB,package stats,type,desktop,0,0.0,920
en@shaw,name,,,2.58,15.85,1668
en@shaw,summary,,,2.76,16.38,1668
en@shaw,description,,,0,0.0,1668
en@shaw,package stats,,,0.24,4.89,1668
en@shaw,name,type,desktop,4.02,19.65,920
en@shaw,summary,type,desktop,5.0,21.79,920
en@shaw,description,type,desktop,0,0.0,920
en@shaw,package stats,type,desktop,0.43,6.58,920
en_AU,name,,,0.66,8.09,1668
en_AU,summary,,,1.02,10.04,1668
en_AU,description,,,0.66,8.09,1668
en_AU,package stats,,,0.72,8.45,1668
en_AU,name,type,desktop,1.2,10.87,920
en_AU,summary,type,desktop,1.85,13.47,920
en_AU,description,type,desktop,1.2,10.87,920
en_AU,package stats,type,desktop,1.3,11.35,920
en_CA,name,,,1.44,11.91,1668
en_CA,summary,,,2.1,14.33,1668
en_CA,description,,,0.3,5.47,1668
en_CA,package stats,,,0.48,6.91,1668
en_CA,name,type,desktop,2.61,15.94,920
en_CA,summary,type,desktop,3.7,18.87,920
en_CA,description,type,desktop,0.54,7.35,920
en_CA,package stats,type,desktop,0.87,9.28,920
en_GB,name,,,3.06,17.22,1668
en_GB,summary,,,7.97,27.09,1668
en_GB,description,,,2.52,15.67,1668
en_GB,package stats,,,10.43,30.57,1668
en_GB,name,type,desktop,4.89,21.57,920
en_GB,summary,type,desktop,13.59,34.27,920
en_GB,description,type,desktop,4.57,20.87,920
en_GB,package stats,type,desktop,17.61,38.09,920
en_US,name,,,0.3,5.47,1668
en_US,summary,,,0.12,3.46,1668
en_US,description,,,0,0.0,1668
en_US,package stats,,,0.3,5.47,1668
en_US,name,type,desktop,0.54,7.35,920
en_US,summary,type,desktop,0.22,4.66,920
en_US,description,type,desktop,0,0.0,920
en_US,package stats,type,desktop,0.54,7.35,920
en_US@piglatin,name,,,0,0.0,1668
en_US@piglatin,summary,,,0.06,2.45,1668
en_US@piglatin,description,,,0,0.0,1668
en_US@piglatin,package stats,,,0,0.0,1668
en_US@piglatin,name,type,desktop,0,0.0,920
en_US@piglatin,summary,type,desktop,0.11,3.3,920
en_US@piglatin,description,type,desktop,0,0.0,920
en_US@piglatin,package stats,type,desktop,0,0.0,920
en_ZA,name,,,0,0.0,1668
en_ZA,summary,,,0.06,2.45,1668
en_ZA,description,,,0,0.0,1668
en_ZA,package stats,,,0.06,2.45,1668
en_ZA,name,type,desktop,0,0.0,920
en_ZA,summary,type,desktop,0.11,3.3,920
en_ZA,description,type,desktop,0,0.0,920
en_ZA,package stats,type,desktop,0.11,3.3,920
eo,name,,,10.01,30.02,1668
eo,summary,,,10.37,30.49,1668
eo,description,,,2.4,15.3,1668
eo,package stats,,,1.44,11.91,1668
eo,name,type,desktop,13.7,34.38,920
eo,summary,type,desktop,15.98,36.64,920
eo,description,type,desktop,4.35,20.39,920
eo,package stats,type,desktop,1.2,10.87,920
es,name,,,17.33,37.85,1668
es,summary,,,36.51,48.15,1668
es,description,,,18.11,38.51,1668
es,package stats,,,15.89,36.56,1668
es,name,type,desktop,14.67,35.38,920
es,summary,type,desktop,46.74,49.89,920
es,description,type,desktop,32.28,46.76,920
es,package stats,type,desktop,26.74,44.26,920
es-AR,name,,,0,0.0,1668
es-AR,summary,,,0.06,2.45,1668
es-AR,description,,,0,0.0,1668
es-AR,package stats,,,0,0.0,1668
es-AR,name,type,desktop,0,0.0,920
es-AR,summary,type,desktop,0,0.0,920
es-AR,description,type,desktop,0,0.0,920
es-AR,package stats,type,desktop,0,0.0,920
es_419,name,,,0.12,3.46,1668
es_419,summary,,,0.18,4.24,1668
es_419,description,,,0.06,2.45,1668
es_419,package stats,,,0.12,3.46,1668
es_419,name,type,desktop,0.22,4.66,920
es_419,summary,type,desktop,0.33,5.7,920
es_419,description,type,desktop,0.11,3.3,920
es_419,package stats,type,desktop,0.22,4.66,920
es_AR,name,,,0.42,6.46,1668
es_AR,summary,,,0.3,5.47,1668
es_AR,description,,,0.06,2.45,1668
es_AR,package stats,,,0.06,2.45,1668
es_AR,name,type,desktop,0.76,8.69,920
es_AR,summary,type,desktop,0.54,7.35,920
es_AR,description,type,desktop,0.11,3.3,920
es_AR,package stats,type,desktop,0.11,3.3,920
es_CL,name,,,0.06,2.45,1668
es_CL,summary,,,0.18,4.24,1668
es_CL,description,,,0,0.0,1668
es_CL,package stats,,,0.06,2.45,1668
es_CL,name,type,desktop,0.11,3.3,920
es_CL,summary,type,desktop,0.33,5.7,920
es_CL,description,type,desktop,0,0.0,920
es_CL,package stats,type,desktop,0.11,3.3,920
es_CO,name,,,0.12,3.46,1668
es_CO,summary,,,0.24,4.89,1668
es_CO,description,,,0.18,4.24,1668
es_CO,package stats,,,0,0.0,1668
es_CO,name,type,desktop,0.22,4.66,920
es_CO,summary,type,desktop,0.43,6.58,920
es_CO,description,type,desktop,0.33,5.7,920
es_CO,package stats,type,desktop,0,0.0,920
es_ES,name,,,0.3,5.47,1668
es_ES,summary,,,0.48,6.91,1668
es_ES,description,,,0.24,4.89,1668
es_ES,package stats,,,0.18,4.24,1668
es_ES,name,type,desktop,0.54,7.35,920
es_ES,summary,type,desktop,0.87,9.28,920
es_ES,description,type,desktop,0.43,6.58,920
es_ES,package stats,type,desktop,0.22,4.66,920
es_MX,name,,,0.12,3.46,1668
es_MX,summary,,,0.72,8.45,1668
es_MX,description,,,0.18,4.24,1668
es_MX,package stats,,,0.12,3.46,1668
es_MX,name,type,desktop,0.22,4.66,920
es_MX,summary,type,desktop,1.3,11.35,920
es_MX,description,type,desktop,0.33,5.7,920
es_MX,package stats,type,desktop,0.22,4.66,920
es_PE,name,,,0.06,2.45,1668
es_PE,summary,,,0.06,2.45,1668
es_PE,description,,,0,0.0,1668
es_PE,package stats,,,0,0.0,1668
es_PE,name,type,desktop,0.11,3.3,920
es_PE,summary,type,desktop,0.11,3.3,920
es_PE,description,type,desktop,0,0.0,920
es_PE,package stats,type,desktop,0,0.0,920
es_VE,name,,,0,0.0,1668
es_VE,summary,,,0.06,2.45,1668
es_VE,description,,,0.06,2.45,1668
es_VE,package stats,,,0,0.0,1668
es_VE,name,type,desktop,0,0.0,920
es_VE,summary,type,desktop,0.11,3.3,920
es_VE,description,type,desktop,0.11,3.3,920
es_VE,package stats,type,desktop,0,0.0,920
et,name,,,12.11,32.62,1668
et,summary,,,18.65,38.95,1668
et,description,,,7.31,26.04,1668
et,package stats,,,2.94,16.89,1668
et,name,type,desktop,12.28,32.82,920
et,summary,type,desktop,24.57,43.05,920
et,description,type,desktop,13.26,33.92,920
et,package stats,type,desktop,5.22,22.24,920
et_EE,name,,,0.12,3.46,1668
et_EE,summary,,,0.12,3.46,1668
et_EE,description,,,0,0.0,1668
et_EE,package stats,,,0,0.0,1668
et_EE,name,type,desktop,0.22,4.66,920
et_EE,summary,type,desktop,0.22,4.66,920
et_EE,description,type,desktop,0,0.0,920
et_EE,package stats,type,desktop,0,0.0,920
eu,name,,,13.67,34.35,1668
eu,summary,,,21.1,40.8,1668
eu,description,,,6.12,23.96,1668
eu,package stats,,,3.24,17.7,1668
eu,name,type,desktop,11.2,31.53,920
eu,summary,type,desktop,23.7,42.52,920
eu,description,type,desktop,11.09,31.4,920
eu,package stats,type,desktop,4.57,20.87,920
ex,name,,,0,0.0,1668
ex,summary,,,0.06,2.45,1668
ex,description,,,0,0.0,1668
ex,package stats,,,0,0.0,1668
ex,name,type,desktop,0,0.0,920
ex,summary,type,desktop,0.11,3.3,920
ex,description,type,desktop,0,0.0,920
ex,package stats,type,desktop,0,0.0,920
fa,name,,,8.45,27.82,1668
fa,summary,,,8.63,28.09,1668
fa,description,,,3.84,19.21,1668
fa,package stats,,,1.02,10.04,1668
fa,name,type,desktop,13.04,33.68,920
fa,summary,type,desktop,14.35,35.06,920
fa,description,type,desktop,6.85,25.26,920
fa,package stats,type,desktop,0.54,7.35,920
fa_IR,name,,,0.18,4.24,1668
fa_IR,summary,,,0.18,4.24,1668
fa_IR,description,,,0.06,2.45,1668
fa_IR,package stats,,,0,0.0,1668
fa_IR,name,type,desktop,0.33,5.7,920
fa_IR,summary,type,desktop,0.33,5.7,920
fa_IR,description,type,desktop,0.11,3.3,920
fa_IR,package stats,type,desktop,0,0.0,920
ff,name,,,0,0.0,1668
ff,summary,,,0.06,2.45,1668
ff,description,,,0,0.0,1668
ff,package stats,,,0.12,3.46,1668
ff,name,type,desktop,0,0.0,920
ff,summary,type,desktop,0.11,3.3,920
ff,description,type,desktop,0,0.0,920
ff,package stats,type,desktop,0.22,4.66,920
fi,name,,,16.37,37.0,1668
fi,summary,,,29.86,45.76,1668
fi,description,,,14.75,35.46,1668
fi,package stats,,,7.43,26.23,1668
fi,name,type,desktop,15.54,36.23,920
fi,summary,type,desktop,38.15,48.58,920
fi,description,type,desktop,26.52,44.14,920
fi,package stats,type,desktop,13.37,34.03,920
fi_FI,name,,,0.12,3.46,1668
fi_FI,summary,,,0.18,4.24,1668
fi_FI,description,,,0,0.0,1668
fi_FI,package stats,,,0,0.0,1668
fi_FI,name,type,desktop,0.22,4.66,920
fi_FI,summary,type,desktop,0.33,5.7,920
fi_FI,description,type,desktop,0,0.0,920
fi_FI,package stats,type,desktop,0,0.0,920
fil,name,,,0,0.0,1668
fil,summary,,,0.06,2.45,1668
fil,description,,,0,0.0,1668
fil,package stats,,,0,0.0,1668
fil,name,type,desktop,0,0.0,920
fil,summary,type,desktop,0.11,3.3,920
fil,description,type,desktop,0,0.0,920
fil,package stats,type,desktop,0,0.0,920
fo,name,,,0.12,3.46,1668
fo,summary,,,0.3,5.47,1668
fo,description,,,0.06,2.45,1668
fo,package stats,,,0,0.0,1668
fo,name,type,desktop,0.22,4.66,920
fo,summary,type,desktop,0.54,7.35,920
fo,description,type,desktop,0.11,3.3,920
fo,package stats,type,desktop,0,0.0,920
fr,name,,,16.79,37.37,1668
